f	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	lambda_13	lambda_14	lambda_15
 (4.160000000000000000e+02+0.000000000000000000e+00j)	 (-8.599597520343783685e+01-1.223370376707933138e+00j)	 (-5.120025574602696850e+01-8.023895982436001217e-01j)	 (3.287698996199483470e-01-5.591950163864605194e-01j)	 (6.348746846958996937e-02-1.224590856868324473e-01j)	 (1.036405718473566578e-01-2.160757411612155565e-01j)	 (1.458481531468188486e+01-1.090755937363766304e+00j)	 (1.787211541235262102e-01-1.561502508185290961e-01j)	 (1.872459819735919698e-02+4.892115459186945764e-02j)	 (-5.593635826584731491e-02+6.350953115923252401e-02j)	 (9.850096932945981779e-03+3.139349717440895887e-02j)	 (1.313489466174885401e+01-9.157933491160524797e-01j)	 (2.011409485820119837e-03-5.353536827771686340e-05j)	 (-1.790478852564850610e-03+1.326042907047537273e-02j)	 (-8.503537850585990432e-01-3.448180575980061002e-01j)	 (-1.507822245734544500e-03+2.514793491194698607e-03j)
 (4.180000000000000000e+02+0.000000000000000000e+00j)	 (-8.501294468201960797e+01-1.208288017836459671e+00j)	 (-5.072330038415909570e+01-7.959926302625059957e-01j)	 (3.298469174894087530e-01-5.661461790654194193e-01j)	 (6.324044826741141712e-02-1.208670871364126986e-01j)	 (1.028377976581051068e-01-2.127357164324507333e-01j)	 (1.461034353936076791e+01-1.094738068681200494e+00j)	 (1.797186429028791166e-01-1.557351785923909715e-01j)	 (1.874253059103592536e-02+4.918949948469551053e-02j)	 (-5.589271243806904349e-02+6.377210191889168267e-02j)	 (1.024804810284082185e-02+3.149238944656885392e-02j)	 (1.316985173519858066e+01-9.191170502117023133e-01j)	 (2.009621220375275383e-03-4.353324191663136502e-05j)	 (-1.713115253289015276e-03+1.339152985799990127e-02j)	 (-8.370093457932697989e-01-3.380438032516084323e-01j)	 (-1.499439757921213617e-03+2.519404311052416724e-03j)
 (4.200000000000000000e+02+0.000000000000000000e+00j)	 (-8.404579999225843778e+01-1.193520203808485114e+00j)	 (-5.025240718901402204e+01-7.897001530732298269e-01j)	 (3.307847772266941377e-01-5.731776728518458430e-01j)	 (6.299612066488428919e-02-1.192848029728436066e-01j)	 (1.020293125148971913e-01-2.094558383506227583e-01j)	 (1.463580628143140494e+01-1.098744863125555415e+00j)	 (1.807343888924651532e-01-1.553513577464587236e-01j)	 (1.876072285535770184e-02+4.945827948444084937e-02j)	 (-5.585015435696335379e-02+6.403537397802741560e-02j)	 (1.065220236106143546e-02+3.158872319058094597e-02j)	 (1.320444744780652258e+01-9.224411238162625315e-01j)	 (2.007923370697575066e-03-3.354839413104491699e-05j)	 (-1.633545958258767177e-03+1.352281461958216961e-02j)	 (-8.238999537639370985e-01-3.315099883622706911e-01j)	 (-1.491158605140734637e-03+2.524021043869639248e-03j)
 (4.210000000000000000e+02+0.000000000000000000e+00j)	 (-8.356807839284623185e+01-1.186252038491637517e+00j)	 (-5.001920194808688080e+01-7.865926001614731433e-01j)	 (3.311993380056256764e-01-5.767255095030673351e-01j)	 (6.287547441124496928e-02-1.184966347262871450e-01j)	 (1.016202135134587070e-01-2.078423982588563923e-01j)	 (1.464851315383788943e+01-1.100759109651298306e+00j)	 (1.812502680555007906e-01-1.551662656832517029e-01j)	 (1.876989128092441950e-02+4.959287238590143893e-02j)	 (-5.582921588802913782e-02+6.416722622326000158e-02j)	 (1.085647356367649800e-02+3.163612911306178110e-02j)	 (1.322161127982294104e+01-9.241044239614730760e-01j)	 (2.007115325828947444e-03-2.858789635244634721e-05j)	 (-1.593193784513181758e-03+1.358851351737447657e-02j)	 (-8.174306736575855936e-01-3.283302336769242658e-01j)	 (-1.486997785722291368e-03+2.526336814430273341e-03j)
 (4.230000000000000000e+02+0.000000000000000000e+00j)	 (-8.262412760431058700e+01-1.171941275861556386e+00j)	 (-4.955721113704665726e+01-7.804531990949077347e-01j)	 (3.319144553165624956e-01-5.838853469988776190e-01j)	 (6.263740775112387749e-02-1.169274188388947228e-01j)	 (1.007928654307172212e-01-2.046597420065128514e-01j)	 (1.467387981894234450e+01-1.104806497564955858e+00j)	 (1.822996067618418425e-01-1.548143036322959520e-01j)	 (1.878843324316558511e-02+4.986246565545324194e-02j)	 (-5.578819951979386432e-02+6.443138586139859902e-02j)	 (1.127006402173137169e-02+3.172928644134979242e-02j)	 (1.325567874653999745e+01-9.274312959125950995e-01j)	 (2.005535076111115370e-03-1.870864716679972457e-05j)	 (-1.511059085145297857e-03+1.372043240294972682e-02j)	 (-8.046614927735225020e-01-3.221414069551946091e-01j)	 (-1.478699108380702185e-03+2.530888532052632221e-03j)
 (4.250000000000000000e+02+0.000000000000000000e+00j)	 (-8.169522839515670398e+01-1.157925125458930671e+00j)	 (-4.910103062269256924e+01-7.744129520071733053e-01j)	 (3.324733589151651070e-01-5.911329517702933467e-01j)	 (6.240253289761547167e-02-1.153668682738215184e-01j)	 (9.996262763629205905e-02-2.015421733217909461e-01j)	 (1.469918718495916465e+01-1.108879496205708026e+00j)	 (1.833629235084180686e-01-1.544809605330654534e-01j)	 (1.880719912268009539e-02+5.013265518317230190e-02j)	 (-5.574818678474188077e-02+6.469615419673650780e-02j)	 (1.168997209400788120e-02+3.181988378772196424e-02j)	 (1.328940757877405687e+01-9.307591077787039646e-01j)	 (2.004046615405855394e-03-8.874131445707935647e-06j)	 (-1.426878796139438793e-03+1.385253952963998517e-02j)	 (-7.921146222182104957e-01-3.161699890100321264e-01j)	 (-1.470440351252017648e-03+2.535448188547955069e-03j)
 (4.260000000000000000e+02+0.000000000000000000e+00j)	 (-8.123632333982322962e+01-1.151025293616623646e+00j)	 (-4.887508874557330074e+01-7.714296277617351816e-01j)	 (3.326912170072384711e-01-5.947901744431374205e-01j)	 (6.228689406357683367e-02-1.145901634143412506e-01j)	 (9.954341291081360288e-02-2.000048725239687575e-01j)	 (1.471181978160605830e+01-1.110927336152125244e+00j)	 (1.839028566388362651e-01-1.543217859260586078e-01j)	 (1.881668149392142636e-02+5.026792277011121052e-02j)	 (-5.572855921755032887e-02+6.482878525049216856e-02j)	 (1.190261058032062759e-02+3.186431703556923123e-02j)	 (1.330614779363178002e+01-9.324252861483223187e-01j)	 (2.003312837612715447e-03-3.980024075993752810e-06j)	 (-1.384044182832746845e-03+1.391893928927624528e-02j)	 (-7.859230640664438550e-01-3.132646046277322016e-01j)	 (-1.466324384348938496e-03+2.537671152381717078e-03j)
 (4.280000000000000000e+02+0.000000000000000000e+00j)	 (-8.032940690507230386e+01-1.137437428837989817e+00j)	 (-4.842744192910324585e+01-7.655351413186758380e-01j)	 (3.330019336922924733e-01-6.021720567981332373e-01j)	 (6.205668778344595321e-02-1.130429529045582082e-01j)	 (9.871322238323615439e-02-1.969797441735590682e-01j)	 (1.473704544900110314e+01-1.115043268841724222e+00j)	 (1.849838490497197896e-01-1.540151572451661788e-01j)	 (1.883581061354996575e-02+5.053880565949334797e-02j)	 (-5.569000038407877912e-02+6.509460987589490988e-02j)	 (1.233256171822073519e-02+3.195075154001888323e-02j)	 (1.333938644348508262e+01-9.357591131013186514e-01j)	 (2.001937052891208848e-03+5.802441844189435830e-06j)	 (-1.296555026607076368e-03+1.405152550704273119e-02j)	 (-7.737018485600212214e-01-3.076047442942090870e-01j)	 (-1.458164865664693865e-03+2.542194231678211562e-03j)
 (4.300000000000000000e+02+0.000000000000000000e+00j)	 (-7.943676124877737266e+01-1.124125476786245637e+00j)	 (-4.798536595705275687e+01-7.597349210801705999e-01j)	 (3.331373628392812480e-01-6.096452559887632905e-01j)	 (6.182990242354206856e-02-1.115048138757296359e-01j)	 (9.788367280764284639e-02-1.940134124642719227e-01j)	 (1.476222025164924112e+01-1.119186126076989751e+00j)	 (1.860760090593941152e-01-1.537248338457570807e-01j)	 (1.885517468136344715e-02+5.081022674579539072e-02j)	 (-5.565243995518371484e-02+6.536109169896371640e-02j)	 (1.276955115070956513e-02+3.203435225737211872e-02j)	 (1.337231010053110047e+01-9.390958205197952324e-01j)	 (2.000616130493207152e-03+1.554608563682929279e-05j)	 (-1.206783293323056717e-03+1.418460547932265219e-02j)	 (-7.616923140300724260e-01-3.021433926410640458e-01j)	 (-1.450073658440403836e-03+2.546656167870722104e-03j)
 (4.310000000000000000e+02+0.000000000000000000e+00j)	 (-7.899569683075044679e+01-1.117570965222718371e+00j)	 (-4.776638843247621224e+01-7.568698962648474637e-01j)	 (3.331372685628795627e-01-6.134167936874790339e-01j)	 (6.171768904359678509e-02-1.107385590331213393e-01j)	 (9.747030200832877689e-02-1.925554195838423133e-01j)	 (1.477478815927911349e+01-1.121269109702464295e+00j)	 (1.866243584688907775e-01-1.535825600850743156e-01j)	 (1.886494383974657643e-02+5.094616590595241190e-02j)	 (-5.563402490484221918e-02+6.549456101422275467e-02j)	 (1.299054631311825046e-02+3.207514607121266653e-02j)	 (1.338865493204261981e+01-9.407660314912822397e-01j)	 (1.999989439458857519e-03+2.039398234776465595e-05j)	 (-1.161172391261295093e-03+1.425118867759791498e-02j)	 (-7.557647798460929156e-01-2.994842575782774574e-01j)	 (-1.446021808582267573e-03+2.548888317576430019e-03j)
 (4.330000000000000000e+02+0.000000000000000000e+00j)	 (-7.812390106525165834e+01-1.104660241672535070e+00j)	 (-4.733249659586343228e+01-7.512080963763441144e-01j)	 (3.329961657262416885e-01-6.210291764940866210e-01j)	 (6.149541741550421103e-02-1.092127668388375994e-01j)	 (9.664840376897054774e-02-1.896813531188907553e-01j)	 (1.479989200213369394e+01-1.125455197272283492e+00j)	 (1.877254630952276404e-01-1.533095457360791336e-01j)	 (1.888464114890552048e-02+5.121838054942208507e-02j)	 (-5.559788762230885584e-02+6.576208400433050660e-02j)	 (1.343803102460975132e-02+3.215432601919064604e-02j)	 (1.342112160315604541e+01-9.441094056751587749e-01j)	 (1.998775827888271770e-03+3.007119849869611838e-05j)	 (-1.068083378702514279e-03+1.438469538684871915e-02j)	 (-7.440634357069166871e-01-2.943054523425234770e-01j)	 (-1.437991947262450129e-03+2.553311390940592347e-03j)
 (4.350000000000000000e+02+0.000000000000000000e+00j)	 (-7.726564570172908475e+01-1.092008775706551305e+00j)	 (-4.690394866179783406e+01-7.456365999955535395e-01j)	 (3.326610163852058988e-01-6.287352046817147322e-01j)	 (6.127576807360779476e-02-1.076944966578706336e-01j)	 (9.583625343438474664e-02-1.868705442142458428e-01j)	 (1.482495198926811142e+01-1.129672233654853031e+00j)	 (1.888271303026435310e-01-1.530443595091664222e-01j)	 (1.890457080507796858e-02+5.149115140928463979e-02j)	 (-5.556267928223802832e-02+6.603027798409290272e-02j)	 (1.389242423237197627e-02+3.223048725132140330e-02j)	 (1.345329353990294230e+01-9.474592120368511283e-01j)	 (1.997649104689484291e-03+3.969769028074852528e-05j)	 (-9.728145928852238939e-04+1.451825829002445500e-02j)	 (-7.325614735506669195e-01-2.893051653943045087e-01j)	 (-1.429972758543925646e-03+2.557746550684322859e-03j)
 (4.360000000000000000e+02+0.000000000000000000e+00j)	 (-7.684150810694782763e+01-1.085778140932680769e+00j)	 (-4.669165133511773291e+01-7.428840727274601541e-01j)	 (3.324174844919009497e-01-6.326234354691810946e-01j)	 (6.116757676115398140e-02-1.069383958077590457e-01j)	 (9.542977759727658271e-02-1.854869460022920136e-01j)	 (1.483746614684397436e+01-1.131791600094735895e+00j)	 (1.893817574517456803e-01-1.529145327697028767e-01j)	 (1.891460703829706685e-02+5.162772545969133292e-02j)	 (-5.554541423357717278e-02+6.616465715427323480e-02j)	 (1.412256996593491166e-02+3.226757777902989482e-02j)	 (1.346927151862306893e+01-9.491354098022249941e-01j)	 (1.997095573907317449e-03+4.448058284209238677e-05j)	 (-9.244453647200862479e-04+1.458535630672927637e-02j)	 (-7.268837625602175834e-01-2.868713865300958066e-01j)	 (-1.425960484169684584e-03+2.559905034280218327e-03j)
 (4.380000000000000000e+02+0.000000000000000000e+00j)	 (-7.600304179151709150e+01-1.073502844930446898e+00j)	 (-4.627095564738072397e+01-7.374440567265617696e-01j)	 (3.317751873050843736e-01-6.404695852581319127e-01j)	 (6.095212335413602300e-02-1.054314641378783501e-01j)	 (9.463256059311217494e-02-1.827655452615527532e-01j)	 (1.486246583100280461e+01-1.136052016437360868e+00j)	 (1.904837198579264756e-01-1.526612160805142782e-01j)	 (1.893482271573264375e-02+5.190138933804944177e-02j)	 (-5.551159071398720224e-02+6.643386739129368557e-02j)	 (1.458792541609397683e-02+3.233908608400238444e-02j)	 (1.350101832650801370e+01-9.524920103407064076e-01j)	 (1.996073329569222291e-03+5.402663287573170720e-05j)	 (-8.258294772875474131e-04+1.471927186206317510e-02j)	 (-7.156732481851040273e-01-2.821277834057513978e-01j)	 (-1.417966478139820376e-03+2.564297461301435523e-03j)
 (4.400000000000000000e+02+0.000000000000000000e+00j)	 (-7.517743112009975448e+01-1.061471043895113597e+00j)	 (-4.585538839152074786e+01-7.320901414130420726e-01j)	 (3.309171768561475213e-01-6.484077973767126135e-01j)	 (6.073928387905022652e-02-1.039322467051354421e-01j)	 (9.384667116129871700e-02-1.800989926854710543e-01j)	 (1.488742955695047776e+01-1.140344241620575794e+00j)	 (1.915849825035186027e-01-1.524173677055594700e-01j)	 (1.895533938963228290e-02+5.217546353744856313e-02j)	 (-5.547868788865779888e-02+6.670396032688880039e-02j)	 (1.506105060185372255e-02+3.240722574164538183e-02j)	 (1.353249144366654022e+01-9.558559979301475273e-01j)	 (1.995105233067645100e-03+6.352995635294579103e-05j)	 (-7.248411913602809684e-04+1.485354870491356789e-02j)	 (-7.046523166616329714e-01-2.775481819241934489e-01j)	 (-1.410017435625594796e-03+2.568628286766383526e-03j)
 (4.410000000000000000e+02+0.000000000000000000e+00j)	 (-7.476936460826001962e+01-1.055544490107052535e+00j)	 (-4.564950163553487528e+01-7.294448480051907158e-01j)	 (3.304048044705425458e-01-6.524110843996866471e-01j)	 (6.063337489452291090e-02-1.031853065605547320e-01j)	 (9.346135984305195543e-02-1.787865736720558596e-01j)	 (1.489989928504452621e+01-1.142502544370642248e+00j)	 (1.921320444687570905e-01-1.522989787546639440e-01j)	 (1.896565063441390739e-02+5.231272200425569896e-02j)	 (-5.546254181930042326e-02+6.683924326603303545e-02j)	 (1.530033060720355741e-02+3.243990435022609670e-02j)	 (1.354812832535920641e+01-9.575411951952079725e-01j)	 (1.994655900227411405e-03+6.827035707159318152e-05j)	 (-6.733739621510281262e-04+1.492061602675282157e-02j)	 (-6.992117726562481206e-01-2.753169232715215742e-01j)	 (-1.406060172203253819e-03+2.570814497336959634e-03j)
 (4.430000000000000000e+02+0.000000000000000000e+00j)	 (-7.396254863750677089e+01-1.043866050802101153e+00j)	 (-4.524147098198749006e+01-7.242161803829876288e-01j)	 (3.292068541229018486e-01-6.604843206986090731e-01j)	 (6.042300720465011016e-02-1.016978589398904037e-01j)	 (9.270195734054925696e-02-1.761953677034267252e-01j)	 (1.492481481192279880e+01-1.146840764514957867e+00j)	 (1.932243193558290106e-01-1.520739614469216738e-01j)	 (1.898647150037288331e-02+5.258766036402416633e-02j)	 (-5.543096236509877789e-02+6.711039352069506081e-02j)	 (1.578512313134898537e-02+3.250220351482235176e-02j)	 (1.357920656293005379e+01-9.609150806509395570e-01j)	 (1.993779752166538032e-03+7.774294437927149520e-05j)	 (-5.682496031022449571e-04+1.505510395519983786e-02j)	 (-6.884695405176178840e-01-2.709701008140003031e-01j)	 (-1.398247907847200008e-03+2.575136427970209623e-03j)
 (4.450000000000000000e+02+0.000000000000000000e+00j)	 (-7.316794679565080628e+01-1.032416192472058514e+00j)	 (-4.483836402381940189e+01-7.190694624861475592e-01j)	 (3.277705143766995177e-01-6.686463360494240282e-01j)	 (6.021513187148571505e-02-1.002168523011041368e-01j)	 (9.195604854784801552e-02-1.736597815976526904e-01j)	 (1.494969990919116931e+01-1.151212074807710151e+00j)	 (1.943114907946076053e-01-1.518535151985342391e-01j)	 (1.900748382447892126e-02+5.286314150861332745e-02j)	 (-5.540021087655332133e-02+6.738229984215408919e-02j)	 (1.627783782728115664e-02+3.256120479976490345e-02j)	 (1.361002914920109852e+01-9.642971997238071191e-01j)	 (1.992969738751527217e-03+8.714359009738927627e-05j)	 (-4.609362011538017923e-04+1.518977048258708142e-02j)	 (-6.779053084054942335e-01-2.667722921808635128e-01j)	 (-1.390407556440384626e-03+2.579411751987033610e-03j)
 (4.470000000000000000e+02+0.000000000000000000e+00j)	 (-7.238531284366912644e+01-1.021189103607357707e+00j)	 (-4.444010104240874881e+01-7.140026810417902103e-01j)	 (3.260867191925613806e-01-6.768930574884247653e-01j)	 (6.000814277154586929e-02-9.874324830201237913e-02j)	 (9.123123220018992952e-02-1.711693388016783390e-01j)	 (1.497456026468494450e+01-1.155614828000804728e+00j)	 (1.953893368434656275e-01-1.516469842312684890e-01j)	 (1.902870860801975442e-02+5.313917383203187877e-02j)	 (-5.537032793746609477e-02+6.765499143010685057e-02j)	 (1.677871519612265591e-02+3.261585061142946440e-02j)	 (1.364060666577956660e+01-9.676870698514271618e-01j)	 (1.992219983058167356e-03+9.653407016408509396e-05j)	 (-3.506823458193270059e-04+1.532447334043371412e-02j)	 (-6.675182957944574280e-01-2.627169722980862709e-01j)	 (-1.382671905444505861e-03+2.583692922515788866e-03j)
 (4.480000000000000000e+02+0.000000000000000000e+00j)	 (-7.199840903861027641e+01-1.015657609890243895e+00j)	 (-4.424276193725363981e+01-7.114990369232009337e-01j)	 (3.251491483049755438e-01-6.810478077314201517e-01j)	 (5.990520649418104582e-02-9.800845094548377157e-02j)	 (9.087626053224506784e-02-1.699449320057019874e-01j)	 (1.498698122558685419e+01-1.157829450321791409e+00j)	 (1.959237320205921562e-01-1.515451137178540075e-01j)	 (1.903935743670950170e-02+5.327735282176652987e-02j)	 (-5.535563158106669018e-02+6.779165887675395186e-02j)	 (1.703205386397349183e-02+3.264183114447506695e-02j)	 (1.365580442916670201e+01-9.693859255372438977e-01j)	 (1.991882637623544616e-03+1.012035977902061028e-04j)	 (-2.947225448609193778e-04+1.539173371934664941e-02j)	 (-6.623886658053969034e-01-2.607409544895268327e-01j)	 (-1.378783309484330269e-03+2.585842340572308724e-03j)
 (4.500000000000000000e+02+0.000000000000000000e+00j)	 (-7.123328082743665846e+01-1.004754871516047698e+00j)	 (-4.385162057491463372e+01-7.065498372092865464e-01j)	 (3.230753161056663103e-01-6.894172277289499773e-01j)	 (5.970088049331319369e-02-9.654407743357915073e-02j)	 (9.017685620539762914e-02-1.675300497841230307e-01j)	 (1.501180612342225551e+01-1.162282847517998707e+00j)	 (1.969887502667533596e-01-1.513482709735267662e-01j)	 (1.906092324173523644e-02+5.355430034916280890e-02j)	 (-5.532703534745675444e-02+6.806544440886898306e-02j)	 (1.754533390815266741e-02+3.269092090784517929e-02j)	 (1.368602360506174520e+01-9.727894387642002094e-01j)	 (1.991230816701879819e-03+1.104980185318393913e-04j)	 (-1.808433259187078237e-04+1.552651744163576278e-02j)	 (-6.522563435078773120e-01-2.568908854340442027e-01j)	 (-1.371025377816041148e-03+2.590076860946493968e-03j)
 (4.520000000000000000e+02+0.000000000000000000e+00j)	 (-7.047953341282817519e+01-9.940616068957978113e-01j)	 (-4.346513276083691579e+01-7.016769612908591025e-01j)	 (3.207296865322210033e-01-6.978626334658070141e-01j)	 (5.949712721205818733e-02-9.508571509492670659e-02j)	 (8.949932824929905661e-02-1.651605638969960155e-01j)	 (1.503661117868456110e+01-1.166768897640313662e+00j)	 (1.980416605277056652e-01-1.511618707367923808e-01j)	 (1.908261470875913940e-02+5.383177203327974003e-02j)	 (-5.529919952248084358e-02+6.834009760287554358e-02j)	 (1.806702172938127668e-02+3.273568013561283657e-02j)	 (1.371601364284040336e+01-9.762012129076007572e-01j)	 (1.990654414793245446e-03+1.197596432292978721e-04j)	 (-6.424230393589159052e-05+1.566114951100903291e-02j)	 (-6.422902426053238578e-01-2.531707152903447389e-01j)	 (-1.363302078809369667e-03+2.594322198424349035e-03j)
