f	lambda_1	lambda_2	lambda_3	lambda_4	lambda_5	lambda_6	lambda_7	lambda_8	lambda_9	lambda_10	lambda_11	lambda_12	lambda_13	lambda_14	lambda_15
 (3.670000000000000000e+02+0.000000000000000000e+00j)	 (-1.161932960158319190e+02-1.720080604547883585e+00j)	 (-6.511002077843753000e+01-9.987186971069212937e-01j)	 (2.781970660345869928e-01-4.022344393569604049e-01j)	 (7.019831633635016666e-02-1.655078335560653813e-01j)	 (1.102134739039330041e-01-3.140553773235907342e-01j)	 (1.392762828291696664e+01-1.000044490725507051e+00j)	 (1.654957387124888768e-01-1.898628869380086792e-01j)	 (1.837179979213478948e-02+4.250589602638185638e-02j)	 (-5.738592322992850520e-02+5.721702056823135124e-02j)	 (1.761262270653591970e-03+2.851167266248716761e-02j)	 (1.213055931799971354e+01-8.325388931927728553e-01j)	 (2.085396186292875868e-03-3.147286299623317158e-04j)	 (-3.200910246198117835e-03+1.019570380147971633e-02j)	 (-1.262863812032884780e+00-6.241210209114346208e-01j)	 (-1.727245126987395291e-03+2.387511783976866645e-03j)
 (3.680000000000000000e+02+0.000000000000000000e+00j)	 (-1.154344019842567377e+02-1.706846324764650813e+00j)	 (-6.477648679021532985e+01-9.938023098774575459e-01j)	 (2.791709475895448045e-01-4.053353425812534772e-01j)	 (7.007247308838948641e-02-1.645007814753908781e-01j)	 (1.107828899084896540e-01-3.119463834493079180e-01j)	 (1.394186941454704254e+01-1.001786189393551574e+00j)	 (1.654070708061721184e-01-1.884093940863104666e-01j)	 (1.837712358183779190e-02+4.263372523077418874e-02j)	 (-5.734798006336837284e-02+5.734383159101179295e-02j)	 (1.899006338796386086e-03+2.857568657244053886e-02j)	 (1.215464816282977800e+01-8.343203421264944186e-01j)	 (2.083193331910965836e-03-3.090778012719304748e-04j)	 (-3.179663113633518501e-03+1.025529255595355148e-02j)	 (-1.252619220245510867e+00-6.152984125066937038e-01j)	 (-1.722482977003312460e-03+2.390473058623344624e-03j)
 (3.700000000000000000e+02+0.000000000000000000e+00j)	 (-1.139378904368956285e+02-1.680856975871801273e+00j)	 (-6.411653939479563746e+01-9.841029737171160807e-01j)	 (2.812101489508870289e-01-4.115844678092085429e-01j)	 (6.981628842138883073e-02-1.625163759017189125e-01j)	 (1.117278135005658757e-01-3.076434082476061649e-01j)	 (1.397021866833096304e+01-1.005279858076172594e+00j)	 (1.653163764379459721e-01-1.856499400967553948e-01j)	 (1.838799276644238062e-02+4.288982040683164687e-02j)	 (-5.727324529663813113e-02+5.759745732042997890e-02j)	 (2.177524908206485837e-03+2.870350775407602695e-02j)	 (1.220227360118155779e+01-8.378651088210119502e-01j)	 (2.078867206878672047e-03-2.978196154619256754e-04j)	 (-3.136491582000586111e-03+1.037511561897327440e-02j)	 (-1.232368562918161325e+00-5.981892509819687342e-01j)	 (-1.712974985246541607e-03+2.396276588852086584e-03j)
 (3.720000000000000000e+02+0.000000000000000000e+00j)	 (-1.124691618631711378e+02-1.655490599557736253e+00j)	 (-6.346593611749614183e+01-9.745784654893276944e-01j)	 (2.833664523822010950e-01-4.178759340484348161e-01j)	 (6.955397426029363839e-02-1.605667215633709566e-01j)	 (1.124303857578329430e-01-3.032719680423090480e-01j)	 (1.399839611633952607e+01-1.008787454577439568e+00j)	 (1.653278432953081134e-01-1.830702097353258118e-01j)	 (1.839921654783728891e-02+4.314645508353427000e-02j)	 (-5.720009319364804945e-02+5.785119679523340053e-02j)	 (2.459932912829500534e-03+2.883086026538885308e-02j)	 (1.224918042930322137e+01-8.413868277807912133e-01j)	 (2.074689903414623712e-03-2.866202156726318975e-04j)	 (-3.092310376401682416e-03+1.049521371659292018e-02j)	 (-1.212436714837437091e+00-5.817643039479287737e-01j)	 (-1.703511390193376092e-03+2.402049464267451157e-03j)
 (3.730000000000000000e+02+0.000000000000000000e+00j)	 (-1.117450019014119391e+02-1.643035414375572767e+00j)	 (-6.314408344307594945e+01-9.698807497616260820e-01j)	 (2.844798720816040238e-01-4.210276621926176133e-01j)	 (6.942072086348989590e-02-1.596043506610230478e-01j)	 (1.127022859750788641e-01-3.010693015283502638e-01j)	 (1.401242227692964271e+01-1.010548604137746720e+00j)	 (1.653681975728870657e-01-1.818475512523018700e-01j)	 (1.840496924447499946e-02+4.327496513817848806e-02j)	 (-5.716409067953959894e-02+5.797809620496168631e-02j)	 (2.602745614288250534e-03+2.889442589193604027e-02j)	 (1.227237053646182119e+01-8.431418685703607752e-01j)	 (2.072631137940162457e-03-2.810405502665320803e-04j)	 (-3.069832163215746677e-03+1.055568527731219099e-02j)	 (-1.202590680393505584e+00-5.738007178410151621e-01j)	 (-1.698790385165356359e-03+2.404857650189071248e-03j)
 (3.750000000000000000e+02+0.000000000000000000e+00j)	 (-1.103166727065897561e+02-1.618569579087577592e+00j)	 (-6.250716808296663629e+01-9.606118107565188025e-01j)	 (2.867762507068134514e-01-4.273372992457866726e-01j)	 (6.914951829559053131e-02-1.577002825962526833e-01j)	 (1.130987367521972403e-01-2.966623439615700408e-01j)	 (1.404035368296333530e+01-1.014082299916477137e+00j)	 (1.655074172368226071e-01-1.795192990675605893e-01j)	 (1.841672063443954704e-02+4.353233934086259138e-02j)	 (-5.709317236557903685e-02+5.823206444681224003e-02j)	 (2.891300145350344467e-03+2.902089969445639100e-02j)	 (1.231823771297654346e+01-8.466359918590797839e-01j)	 (2.068656880950057141e-03-2.699086807795121547e-04j)	 (-3.023866337522905946e-03+1.067646169489157304e-02j)	 (-1.183139138712112626e+00-5.583468691476567436e-01j)	 (-1.689442266312419800e-03+2.410534452914978726e-03j)
 (3.770000000000000000e+02+0.000000000000000000e+00j)	 (-1.089144560905271675e+02-1.594681103324331328e+00j)	 (-6.187916493904873505e+01-9.515078673828194500e-01j)	 (2.891378828033826509e-01-4.336411210305872177e-01j)	 (6.887326670332462319e-02-1.558233126378971156e-01j)	 (1.133275018064546086e-01-2.922608414211066985e-01j)	 (1.406812728462727513e+01-1.017631036752387974e+00j)	 (1.657195497169969556e-01-1.773488262987901187e-01j)	 (1.842881182124588360e-02+4.379024263824572022e-02j)	 (-5.702377263833452448e-02+5.848618010763227681e-02j)	 (3.184136587289918691e-03+2.914679444711466838e-02j)	 (1.236343697055761837e+01-8.501112425186461152e-01j)	 (2.064794551180618946e-03-2.588195512585919730e-04j)	 (-2.976639792881221724e-03+1.079790451426716411e-02j)	 (-1.164007354311509257e+00-5.435055316865053943e-01j)	 (-1.680168358301733665e-03+2.416104058797663868e-03j)
 (3.780000000000000000e+02+0.000000000000000000e+00j)	 (-1.082229418922746476e+02-1.582948236901360550e+00j)	 (-6.156845391454594107e+01-9.470170238918080852e-01j)	 (2.903370519086510559e-01-4.367909047231258723e-01j)	 (6.873377612566784756e-02-1.548937832503530787e-01j)	 (1.133838502390271813e-01-2.900683577552305992e-01j)	 (1.408195473936096143e+01-1.019412773434589248e+00j)	 (1.658520550337102550e-01-1.763180935397067328e-01j)	 (1.843498153228211381e-02+4.391941859592126546e-02j)	 (-5.698962916051728000e-02+5.861327713073304774e-02j)	 (3.332083949374040326e-03+2.920953841234964765e-02j)	 (1.238578992551569691e+01-8.518427835185973240e-01j)	 (2.062914212767906052e-03-2.533054573605391453e-04j)	 (-2.952717338160763382e-03+1.085874517132029600e-02j)	 (-1.154559944476211797e+00-5.363054782356488914e-01j)	 (-1.675524983004654089e-03+2.418880441604327313e-03j)
 (3.800000000000000000e+02+0.000000000000000000e+00j)	 (-1.068587137143499888e+02-1.559894550444309358e+00j)	 (-6.095350996907791341e+01-9.381543954189882628e-01j)	 (2.927605891386713677e-01-4.430793425437629662e-01j)	 (6.845177849671854609e-02-1.530519080954856892e-01j)	 (1.134017389616585048e-01-2.857075775570254161e-01j)	 (1.410950066085034926e+01-1.022987212772151544e+00j)	 (1.661610238643768944e-01-1.743641449171849933e-01j)	 (1.844755828042819387e-02+4.417809689214964586e-02j)	 (-5.692241341813239486e-02+5.886769758245078560e-02j)	 (3.631336515659432020e-03+2.933444817152874862e-02j)	 (1.243002128347781365e+01-8.552935008781027415e-01j)	 (2.059237381963691365e-03-2.422990561248182723e-04j)	 (-2.903787876102432476e-03+1.098090931476932916e-02j)	 (-1.135903653848666206e+00-5.223313311516971646e-01j)	 (-1.666321013138121788e-03+2.424357361183091929e-03j)
 (3.820000000000000000e+02+0.000000000000000000e+00j)	 (-1.055190519084752765e+02-1.537377264592225679e+00j)	 (-6.034707137438680036e+01-9.294485598929261849e-01j)	 (2.952032692693796756e-01-4.493582659327844953e-01j)	 (6.816711510264239493e-02-1.512303941365093218e-01j)	 (1.133026514457720624e-01-2.813892978821213031e-01j)	 (1.413690060010691063e+01-1.026581195192481477e+00j)	 (1.665275556906548327e-01-1.725417995775581081e-01j)	 (1.846046616817852495e-02+4.443730498047658573e-02j)	 (-5.685662286656557873e-02+5.912232095769066886e-02j)	 (3.934815441818418150e-03+2.945865433858132695e-02j)	 (1.247362902272841367e+01-8.587310057454030643e-01j)	 (2.055695173749783836e-03-2.313612887410072827e-04j)	 (-2.853811277451962381e-03+1.110335984609049122e-02j)	 (-1.117560893523690257e+00-5.089022933382305602e-01j)	 (-1.657133324300674943e-03+2.429821076147027463e-03j)
 (3.830000000000000000e+02+0.000000000000000000e+00j)	 (-1.048582493561962679e+02-1.526314768092018825e+00j)	 (-6.004699274778936058e+01-9.251532512989608659e-01j)	 (2.964241971448587920e-01-4.524938039195477435e-01j)	 (6.802437854070608747e-02-1.503272424658805007e-01j)	 (1.132149846588268866e-01-2.792435716383800948e-01j)	 (1.415054698071969774e+01-1.028384438826485558e+00j)	 (1.667325039371564677e-01-1.716812135248260429e-01j)	 (1.846702739090811882e-02+4.456709013500964600e-02j)	 (-5.682424990404719156e-02+5.924974160597377276e-02j)	 (4.088326107672761098e-03+2.952059446416716026e-02j)	 (1.249520452402722626e+01-8.604432873410499116e-01j)	 (2.053947210480542261e-03-2.259203111522923321e-04j)	 (-2.828488910748838420e-03+1.116502794734968752e-02j)	 (-1.108506208088381628e+00-5.023867848415256576e-01j)	 (-1.652530932168911650e-03+2.432475511565210680e-03j)
 (3.850000000000000000e+02+0.000000000000000000e+00j)	 (-1.035543423194538235e+02-1.504572302228353697e+00j)	 (-5.945302039926539805e+01-9.166752995807975202e-01j)	 (2.988642059647925731e-01-4.587613213366481535e-01j)	 (6.773740270634179272e-02-1.485335647437772966e-01j)	 (1.129737353491009344e-01-2.749966951520342873e-01j)	 (1.417773713258347890e+01-1.032003453289312755e+00j)	 (1.671767218460165072e-01-1.700462266946559942e-01j)	 (1.848037125410021547e-02+4.482711225464872107e-02j)	 (-5.676056244818097202e-02+5.950474160932900380e-02j)	 (4.398477968050122297e-03+2.964370331512159937e-02j)	 (1.253791185862468716e+01-8.638580690092680925e-01j)	 (2.050577702606844709e-03-2.150797717122416544e-04j)	 (-2.776877517704042907e-03+1.128825185857140409e-02j)	 (-1.090629521894901588e+00-4.897329639897106124e-01j)	 (-1.643373635169756907e-03+2.437848044914699402e-03j)
 (3.870000000000000000e+02+0.000000000000000000e+00j)	 (-1.022735675397483135e+02-1.483328231444247081e+00j)	 (-5.886716920557126542e+01-9.083457854115616348e-01j)	 (3.012846049158221517e-01-4.650252211100055488e-01j)	 (6.744968453189176261e-02-1.467571510053731210e-01j)	 (1.126574170501301181e-01-2.707999095609962548e-01j)	 (1.420479406119499721e+01-1.035642484801593710e+00j)	 (1.676667613529529977e-01-1.685297679716450947e-01j)	 (1.849407255145255058e-02+4.508760999892300059e-02j)	 (-5.669828241401906471e-02+5.976006552793606402e-02j)	 (4.713326030642406468e-03+2.976599002731550314e-02j)	 (1.258003931317710133e+01-8.672617988081414708e-01j)	 (2.047307193883585782e-03-2.042909294268164177e-04j)	 (-2.723990604157792723e-03+1.141212760012676880e-02j)	 (-1.073060255390167139e+00-4.775686176199857580e-01j)	 (-1.634263342128043292e-03+2.443126783269385007e-03j)
 (3.880000000000000000e+02+0.000000000000000000e+00j)	 (-1.016416840229054657e+02-1.472888721673712098e+00j)	 (-5.857724281048162140e+01-9.042356856186714031e-01j)	 (3.024851547382463868e-01-4.681580227645150138e-01j)	 (6.730551509692656031e-02-1.458746820385090071e-01j)	 (1.124748622728652669e-01-2.687238714031206510e-01j)	 (1.421827458186767323e+01-1.037469778110639229e+00j)	 (1.679267394979831463e-01-1.678118507377153734e-01j)	 (1.850103342814674728e-02+4.521800874918821544e-02j)	 (-5.666762116473923749e-02+5.988789419911765000e-02j)	 (4.872436009832729203e-03+2.982671217756862822e-02j)	 (1.260089134400934086e+01-8.689602526357763645e-01j)	 (2.045726343530938820e-03-1.989133969709316288e-04j)	 (-2.697033582645024831e-03+1.147410971781900012e-02j)	 (-1.064389990477803583e+00-4.716622095988295404e-01j)	 (-1.629735672669159518e-03+2.445775322118359622e-03j)
 (3.900000000000000000e+02+0.000000000000000000e+00j)	 (-1.003945919785006851e+02-1.452365124016139708e+00j)	 (-5.800329766048891145e+01-8.961220370884263042e-01j)	 (3.048570372096439662e-01-4.744261107363982322e-01j)	 (6.701714915100982772e-02-1.441221088678533990e-01j)	 (1.120714082909620574e-01-2.646085510596746238e-01j)	 (1.424514097069995522e+01-1.041136272250032579e+00j)	 (1.684744327740509140e-01-1.664604826008790894e-01j)	 (1.851519352726944262e-02+4.547922687452609497e-02j)	 (-5.660734869429046717e-02+6.014375405667619218e-02j)	 (5.194444322922362779e-03+2.994732341923520003e-02j)	 (1.264218094555937988e+01-8.723466540695093974e-01j)	 (2.042624191610833799e-03-1.881722018140298569e-04j)	 (-2.641788172939072733e-03+1.159870954257627082e-02j)	 (-1.047277685026788641e+00-4.601907332391695360e-01j)	 (-1.620782156512250508e-03+2.450974923668773706e-03j)
 (3.910000000000000000e+02+0.000000000000000000e+00j)	 (-9.977925374422927973e+01-1.442277993757233201e+00j)	 (-5.771924359070915500e+01-8.921181560246088660e-01j)	 (3.060261977624331164e-01-4.775654909246025981e-01j)	 (6.687350203912910407e-02-1.432509929626836764e-01j)	 (1.118474749629643772e-01-2.625721750752861294e-01j)	 (1.425852671836183383e+01-1.042977812161074214e+00j)	 (1.687644720952722055e-01-1.658218232041835660e-01j)	 (1.852237882493316945e-02+4.561005661088960578e-02j)	 (-5.657770891658085027e-02+6.027177752273235600e-02j)	 (5.357155311625883681e-03+3.000731367612417474e-02j)	 (1.266262087016074922e+01-8.740364952338040005e-01j)	 (2.041118065796879415e-03-1.828359967632248357e-04j)	 (-2.613829948403920307e-03+1.166114040528616613e-02j)	 (-1.038832779704309761e+00-4.546199638437021240e-01j)	 (-1.616287350099274546e-03+2.453569458982864365e-03j)
 (3.930000000000000000e+02+0.000000000000000000e+00j)	 (-9.856467330509164526e+01-1.422444427207730122e+00j)	 (-5.715688373673009437e+01-8.842136915748428638e-01j)	 (3.083255264029836074e-01-4.838548273360115948e-01j)	 (6.658672824383388145e-02-1.415197468649834478e-01j)	 (1.113685434243198019e-01-2.585385218686535591e-01j)	 (1.428521181476572721e+01-1.046674056020108656e+00j)	 (1.693700544045574630e-01-1.646203612047241749e-01j)	 (1.853695486883116111e-02+4.587203991966256472e-02j)	 (-5.651939312663775000e-02+6.052816076211971902e-02j)	 (5.686377788108909134e-03+3.012636017688691964e-02j)	 (1.270310663780125005e+01-8.774088241623053674e-01j)	 (2.038177473788221287e-03-1.721814128212920537e-04j)	 (-2.556626597264295524e-03+1.178645350998086885e-02j)	 (-1.022166074180119955e+00-4.437972009129192430e-01j)	 (-1.607386658724826349e-03+2.458698632589851642e-03j)
 (3.950000000000000000e+02+0.000000000000000000e+00j)	 (-9.737114188819977301e+01-1.403055048515823300e+00j)	 (-5.660207453247627996e+01-8.764452850618582591e-01j)	 (3.105662481871376834e-01-4.901671729668325983e-01j)	 (6.630162013540188970e-02-1.398014175444510787e-01j)	 (1.108459970664174010e-01-2.545623149269332641e-01j)	 (1.431178103666214341e+01-1.050392319185331935e+00j)	 (1.700120840089293650e-01-1.635091789408787688e-01j)	 (1.855185265441083517e-02+4.613453471298924885e-02j)	 (-5.646237206974721867e-02+6.078492677745498535e-02j)	 (6.020360710142131505e-03+3.024427909583368712e-02j)	 (1.274307404421135281e+01-8.807743169587947119e-01j)	 (2.035356707715352785e-03-1.615926209260428489e-04j)	 (-2.498160874582572299e-03+1.191206158647310775e-02j)	 (-1.005790746344976894e+00-4.333827446275158035e-01j)	 (-1.598500435868761751e-03+2.463823183674183036e-03j)
 (3.960000000000000000e+02+0.000000000000000000e+00j)	 (-9.678211775076428580e+01-1.393522847149598620e+00j)	 (-5.632745933343132094e+01-8.726111084547204522e-01j)	 (3.116605307714526707e-01-4.933334692451228909e-01j)	 (6.616032975374733227e-02-1.389473274185394069e-01j)	 (1.105681071503144958e-01-2.525909367336434674e-01j)	 (1.432502319542966696e+01-1.052258751421647043e+00j)	 (1.703490688842614620e-01-1.629889912181105016e-01j)	 (1.855938027764831438e-02+4.626595108754087693e-02j)	 (-5.643431377382476799e-02+6.091347525543529956e-02j)	 (6.189370248149245538e-03+3.030292953050706117e-02j)	 (1.276286784857058265e+01-8.824531140998251866e-01j)	 (2.033964717381520591e-03-1.563268751097959960e-04j)	 (-2.468516372422174289e-03+1.197529850296184459e-02j)	 (-9.977108113607625617e-01-4.283251234728649437e-01j)	 (-1.594050491936780441e-03+2.466313032901613651e-03j)
 (3.980000000000000000e+02+0.000000000000000000e+00j)	 (-9.561925650418749001e+01-1.374775756301497065e+00j)	 (-5.578372443593971042e+01-8.650407227396353926e-01j)	 (3.137975601242724011e-01-4.996907125995098675e-01j)	 (6.587877319172112667e-02-1.372477702667536104e-01j)	 (1.099888942154441662e-01-2.486959102546496270e-01j)	 (1.435142662988760875e+01-1.056006251321838896e+00j)	 (1.710449657173434279e-01-1.620066957441416156e-01j)	 (1.857469206510937998e-02+4.652926761731830674e-02j)	 (-5.637922757896077913e-02+6.117083995716328382e-02j)	 (6.530910981951544396e-03+3.041911212002017598e-02j)	 (1.280208653118167916e+01-8.858054295348728457e-01j)	 (2.031293578379878700e-03-1.458306692899070023e-04j)	 (-2.408070786052758042e-03+1.210165622800336675e-02j)	 (-9.817648161170797749e-01-4.184925812219109642e-01j)	 (-1.585194355494002347e-03+2.471360055860707689e-03j)
 (4.000000000000000000e+02+0.000000000000000000e+00j)	 (-9.447626049778318702e+01-1.356442480735863487e+00j)	 (-5.524720888358142901e+01-8.575991510272654716e-01j)	 (3.158560936091917570e-01-5.060846556760646431e-01j)	 (6.560014091906285483e-02-1.355605900801182817e-01j)	 (1.093776924429061687e-01-2.448519979254156209e-01j)	 (1.437772533900706406e+01-1.059776445193598704e+00j)	 (1.717752665495139719e-01-1.611061951226274991e-01j)	 (1.859026560857559088e-02+4.679299402415131731e-02j)	 (-5.632531182073223508e-02+6.142868701328440401e-02j)	 (6.877727254672844591e-03+3.053398623275595247e-02j)	 (1.284082283245659539e+01-8.891526237253547515e-01j)	 (2.028708618469151487e-03-1.353863121771081192e-04j)	 (-2.346113318820940066e-03+1.222867957122535619e-02j)	 (-9.661003193092526642e-01-4.090283102881882016e-01j)	 (-1.576388435169477241e-03+2.476325955209137189e-03j)
 (4.010000000000000000e+02+0.000000000000000000e+00j)	 (-9.391207062725888477e+01-1.347427496481125919e+00j)	 (-5.498161830417516427e+01-8.539260131995035641e-01j)	 (3.168547163342623207e-01-5.092973342698507988e-01j)	 (6.546159118177834191e-02-1.347212002262610786e-01j)	 (1.090622174537012740e-01-2.429522430469882588e-01j)	 (1.439083727915212485e+01-1.061670353813902290e+00j)	 (1.721514264013061790e-01-1.606828088764492291e-01j)	 (1.859818986566420806e-02+4.692503895889884452e-02j)	 (-5.629883731036874894e-02+6.155780942090555846e-02j)	 (7.053031760823819281e-03+3.059084776885379400e-02j)	 (1.286001498168116974e+01-8.908249464226778436e-01j)	 (2.027463210817783985e-03-1.301803845354440451e-04j)	 (-2.314544230424999370e-03+1.229221823427495246e-02j)	 (-9.583720172462493192e-01-4.044282552443562717e-01j)	 (-1.572005502102245215e-03+2.478820692275169983e-03j)
 (4.030000000000000000e+02+0.000000000000000000e+00j)	 (-9.279803190299433879e+01-1.329693127371877504e+00j)	 (-5.445569337437244428e+01-8.466720883894874872e-01j)	 (3.187851804327139216e-01-5.157559526509543080e-01j)	 (6.518664432599351188e-02-1.330519914418615834e-01j)	 (1.084157826029512467e-01-2.391880438617082494e-01j)	 (1.441698713700313839e+01-1.065472180601246599e+00j)	 (1.729253124718985457e-01-1.598945610728028099e-01j)	 (1.861415722803698783e-02+4.718957465413390479e-02j)	 (-5.624673040723536521e-02+6.181629339813308338e-02j)	 (7.407837244780836675e-03+3.070323694809240153e-02j)	 (1.289805406246742514e+01-8.941633677090035093e-01j)	 (2.025028611844823401e-03-1.197801856664574503e-04j)	 (-2.249842668485528812e-03+1.241986571377400560e-02j)	 (-9.431230740204223917e-01-3.954852512424519850e-01j)	 (-1.563355488464570221e-03+2.483745192770372891e-03j)
 (4.050000000000000000e+02+0.000000000000000000e+00j)	 (-9.170275684668560245e+01-1.312344632730614302e+00j)	 (-5.393667479531042375e+01-8.395408689512674494e-01j)	 (3.206204510188278012e-01-5.222663143965594612e-01j)	 (6.491569360325760707e-02-1.313937195958523318e-01j)	 (1.077378093582211788e-01-2.354764251218152971e-01j)	 (1.444304052652329418e+01-1.069297781423844462e+00j)	 (1.737362716503312865e-01-1.591725374466404219e-01j)	 (1.863047765286149349e-02+4.745454673796662554e-02j)	 (-5.619588510584472285e-02+6.207537581642465219e-02j)	 (7.768139640589776830e-03+3.081438577423838143e-02j)	 (1.293564236897400654e+01-8.974981955767847852e-01j)	 (2.022671778745642815e-03-1.094547028672679812e-04j)	 (-2.183885998841179031e-03+1.254813844649766905e-02j)	 (-9.281418666974893261e-01-3.868734722495012490e-01j)	 (-1.554681559884146238e-03+2.488583062331693567e-03j)
 (4.060000000000000000e+02+0.000000000000000000e+00j)	 (-9.116202381241458852e+01-1.303811607426667019e+00j)	 (-5.367971718924987812e+01-8.360198585356949375e-01j)	 (3.215021500947227162e-01-5.255416007075398577e-01j)	 (6.478077397156069284e-02-1.305687370108816192e-01j)	 (1.073948673276713117e-01-2.336425303363473538e-01j)	 (1.445603423809263610e+01-1.071218021266111764e+00j)	 (1.741491458356641819e-01-1.588348832034943703e-01j)	 (1.863866925429660815e-02+4.758724926918363185e-02j)	 (-5.617084354752795161e-02+6.220506038925698034e-02j)	 (7.950257599590809798e-03+3.086909302008579437e-02j)	 (1.295427356975547895e+01-8.991635476605920330e-01j)	 (2.021545069931044922e-03-1.042910967800061501e-04j)	 (-2.150049342999390840e-03+1.261224726466433216e-02j)	 (-9.207521965899733152e-01-3.826857200085909683e-01j)	 (-1.550412845256112426e-03+2.491034996658555208e-03j)
 (4.080000000000000000e+02+0.000000000000000000e+00j)	 (-9.009411119304843396e+01-1.287022260945656971e+00j)	 (-5.317083195416076080e+01-8.290669514458112177e-01j)	 (3.231859918330649006e-01-5.321382893279480442e-01j)	 (6.451475624714406165e-02-1.289261960758792680e-01j)	 (1.066827220557806655e-01-2.300167581956339968e-01j)	 (1.448195382224295891e+01-1.075078432811567453e+00j)	 (1.750053345959862172e-01-1.582001955424228445e-01j)	 (1.865536839698306998e-02+4.785297811696929277e-02j)	 (-5.612171163267961477e-02+6.246489327602055414e-02j)	 (8.318653835193043702e-03+3.097771569584842344e-02j)	 (1.299121200138933752e+01-9.024940474426440540e-01j)	 (2.019346024533612109e-03-9.404496918071595670e-05j)	 (-2.081669961768167678e-03+1.274096972856884891e-02j)	 (-9.061662218595151197e-01-3.745420530422125527e-01j)	 (-1.541794435184449651e-03+2.495865908522418210e-03j)
 (4.100000000000000000e+02+0.000000000000000000e+00j)	 (-8.904393559349742304e+01-1.270592927133749939e+00j)	 (-5.266855624072155706e+01-8.222297274538529210e-01j)	 (3.247603098911328035e-01-5.387977715770505549e-01j)	 (6.425264369170961831e-02-1.272943502908944202e-01j)	 (1.059482862827593741e-01-2.264442531941978365e-01j)	 (1.450778760811535051e+01-1.078961779281242706e+00j)	 (1.758931215619853328e-01-1.576207788839568136e-01j)	 (1.867226531338098822e-02+4.811926096647010237e-02j)	 (-5.607368382994806083e-02+6.272519617314735452e-02j)	 (8.692827350631437272e-03+3.108460065725336674e-02j)	 (1.302773158881054805e+01-9.058211289815244482e-01j)	 (2.017224700598842582e-03-8.384931046767727259e-05j)	 (-2.011580660918298614e-03+1.287030247956288433e-02j)	 (-8.918383028280657543e-01-3.666960989645687286e-01j)	 (-1.533226698487844767e-03+2.500628441797417625e-03j)
 (4.110000000000000000e+02+0.000000000000000000e+00j)	 (-8.852537657511652469e+01-1.262510097777325591e+00j)	 (-5.241986117292045577e+01-8.188536604668079644e-01j)	 (3.255049809745239053e-01-5.421527215602619520e-01j)	 (6.412285520895312507e-02-1.264820460531290436e-01j)	 (1.055737757290713535e-01-2.246810825387394461e-01j)	 (1.452067337954437143e+01-1.080911212250192044e+00j)	 (1.763475228823599694e-01-1.573480469255380543e-01j)	 (1.868083546214224788e-02+4.825263746965127720e-02j)	 (-5.605012986412196557e-02+6.285554827962065716e-02j)	 (8.881974661307938043e-03+3.113736889388185256e-02j)	 (1.304583812849470092e+01-9.074828182125028730e-01j)	 (2.016204934093654595e-03-7.877289728162422929e-05j)	 (-1.975929534930317890e-03+1.293502902998448431e-02j)	 (-8.847692315850517186e-01-3.628800461404488309e-01j)	 (-1.528948328005045243e-03+2.503016671220327418e-03j)
 (4.130000000000000000e+02+0.000000000000000000e+00j)	 (-8.750107700064302207e+01-1.246602901953304032e+00j)	 (-5.192728620235912729e+01-8.121858413078579808e-01j)	 (3.269043604184015406e-01-5.489145605427748764e-01j)	 (6.386629931711627906e-02-1.248654848152170038e-01j)	 (1.048104412265586510e-01-2.211941643278689806e-01j)	 (1.454638621762084938e+01-1.084830800131424411e+00j)	 (1.772788817069200773e-01-1.568390435565178154e-01j)	 (1.869815340924370350e-02+4.851967741507970389e-02j)	 (-5.600381580417411465e-02+6.311669083681245573e-02j)	 (9.264836615740902961e-03+3.124145829579885389e-02j)	 (1.308175144710774873e+01-9.108076702153495852e-01j)	 (2.014213511029610063e-03-6.865111336594474157e-05j)	 (-1.903207028905911811e-03+1.306499928485543686e-02j)	 (-8.708188879658599335e-01-3.554566589496890305e-01j)	 (-1.520445589416503712e-03+2.507725947591504106e-03j)
 (4.150000000000000000e+02+0.000000000000000000e+00j)	 (-8.649355724682783375e+01-1.231032448452653805e+00j)	 (-5.144103979967652407e+01-8.056281120412045471e-01j)	 (3.281801003401089156e-01-5.557497254027048417e-01j)	 (6.361322321411147507e-02-1.232585109561813580e-01j)	 (1.040312683876183364e-01-2.177680689763459021e-01j)	 (1.457202365557105317e+01-1.088775315003047472e+00j)	 (1.782361267328947396e-01-1.563691747683545463e-01j)	 (1.871573309758635048e-02+4.878718596196519180e-02j)	 (-5.595856445745984314e-02+6.337845376324904856e-02j)	 (9.653494874634217793e-03+3.134349805576309989e-02j)	 (1.311727523418420560e+01-9.141319520915286434e-01j)	 (2.012320873241303220e-03-5.857701406269494950e-05j)	 (-1.828693626915525944e-03+1.319524684194964097e-02j)	 (-8.571142093143804264e-01-3.483000701448401570e-01j)	 (-1.511984236763877889e-03+2.512431646346052500e-03j)
