f	1DC-2_dc	2DC-2_dc	3DC-2_dc
 (7.190000000000000000e+02+0.000000000000000000e+00j)	 (2.669988189278123258e-02+1.055996741456866408e-03j)	 (-1.787875326477823129e-02+1.787823093831223190e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.787875326477885579e-02+1.787823093832602295e-03j)	 (3.133110714654308016e-02+1.374712174519072960e-03j)	 (-2.998613771162781869e-03+1.956966677399857302e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.998613771162282268e-03+1.956966677399714361e-02j)	 (4.631225253760647143e-03+3.187154330535355365e-04j)
 (7.210000000000000000e+02+0.000000000000000000e+00j)	 (2.659596034075030827e-02+8.094667951068935247e-04j)	 (-1.777177486647356364e-02+2.170214679558827783e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.777177486647564877e-02+2.170214679558697679e-03j)	 (3.122118431334008209e-02+1.204277286417575546e-03j)	 (-2.977068365345916096e-03+1.957529529322624140e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-2.977068365341849904e-03+1.957529529322434014e-02j)	 (4.625223972600102373e-03+3.948104913095097819e-04j)
 (7.230000000000000000e+02+0.000000000000000000e+00j)	 (2.648317005176627562e-02+5.718211726421960298e-04j)	 (-1.765469133167873669e-02+2.543730206426242976e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.765469133167807403e-02+2.543730206426426856e-03j)	 (3.110261112525525284e-02+1.042754970523553787e-03j)	 (-2.955566355469940558e-03+1.958115936178216401e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.955566355472200469e-03+1.958115936178368363e-02j)	 (4.619441073484426181e-03+4.709337978870651057e-04j)
 (7.240000000000000000e+02+0.000000000000000000e+00j)	 (2.642143467675585333e-02+4.544629045430843557e-04j)	 (-1.759041836326462327e-02+2.729331365534458376e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.759041836326711433e-02+2.729331365535243338e-03j)	 (3.103799739527348528e-02+9.635188033198699474e-04j)	 (-2.944779823068499874e-03+1.958418370958679364e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.944779823067202301e-03+1.958418370958385848e-02j)	 (4.616562718525315037e-03+5.090558987701358003e-04j)
 (7.260000000000000000e+02+0.000000000000000000e+00j)	 (2.629540375814382047e-02+2.277073352495561503e-04j)	 (-1.745847120879265649e-02+3.092223867370904114e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.745847120879230954e-02+3.092223867370344666e-03j)	 (3.090641799896220662e-02+8.129394558557701683e-04j)	 (-2.923293545611806155e-03+1.959043455257082622e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.923293545613801087e-03+1.959043455257006294e-02j)	 (4.611014240811033525e-03+5.852321206086469677e-04j)
 (7.280000000000000000e+02+0.000000000000000000e+00j)	 (2.616064985680646368e-02+6.508181484317712706e-06j)	 (-1.731688764026729013e-02+3.449895528519643546e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.731688764026757463e-02+3.449895528519557678e-03j)	 (3.076620971470655358e-02+6.679538795092507947e-04j)	 (-2.901787450092625786e-03+1.959696790831485028e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.901787450093645804e-03+1.959696790831607499e-02j)	 (4.605559857902100443e-03+6.614456980320155242e-04j)
 (7.300000000000000000e+02+0.000000000000000000e+00j)	 (2.601726257554304311e-02-2.061240642763768850e-04j)	 (-1.716547607883890658e-02+3.799251057047313505e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.716547607884033946e-02+3.799251057047772339e-03j)	 (3.061753467757701713e-02+5.316035440051975099e-04j)	 (-2.880282195972694737e-03+1.960374248681848869e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-2.880282195971636990e-03+1.960374248681999443e-02j)	 (4.600272102041607671e-03+7.377276082847481799e-04j)
 (7.320000000000000000e+02+0.000000000000000000e+00j)	 (2.586677881355400194e-02-4.086656107502476356e-04j)	 (-1.700567695306181085e-02+4.138627941996551700e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.700567695306042307e-02+4.138627941996643640e-03j)	 (3.046197132097936203e-02+4.053983227041428779e-04j)	 (-2.858797658070455494e-03+1.961074718476010087e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.858797658071439082e-03+1.961074718475932371e-02j)	 (4.595192507417917259e-03+8.140639334519157678e-04j)
 (7.330000000000000000e+02+0.000000000000000000e+00j)	 (2.578872868450543532e-02-5.077729643539353327e-04j)	 (-1.692265231357195643e-02+4.306302444598507015e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.692265231357056865e-02+4.306302444599060392e-03j)	 (3.038140973577382886e-02+3.444726075832928863e-04j)	 (-2.848045526120116661e-03+1.961436411583399736e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-2.848045526120996165e-03+1.961436411583201631e-02j)	 (4.592681051264788789e-03+8.522455719302353318e-04j)
 (7.350000000000000000e+02+0.000000000000000000e+00j)	 (2.562884413971079287e-02-7.000183747148374519e-04j)	 (-1.675206939900931308e-02+4.635741539514414561e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.675206939901061759e-02+4.635741539513476075e-03j)	 (3.021661853049885382e-02+2.285919111895840655e-04j)	 (-2.826561752985333811e-03+1.962180452287231799e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.826561752982207840e-03+1.962180452287226248e-02j)	 (4.587774390794443873e-03+9.286102859046103854e-04j)
 (7.370000000000000000e+02+0.000000000000000000e+00j)	 (2.546417102318304995e-02-8.820363987675893663e-04j)	 (-1.657543180683078432e-02+4.954983080862756205e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.657543180682963246e-02+4.954983080863312184e-03j)	 (3.004725020156365917e-02+1.229716065856693472e-04j)	 (-2.805106780263816151e-03+1.962947742021316569e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.805106780266264279e-03+1.962947742021435918e-02j)	 (4.583079178376780680e-03+1.005008005356818447e-03j)
 (7.390000000000000000e+02+0.000000000000000000e+00j)	 (2.529154594175843374e-02-1.055930521177785670e-03j)	 (-1.638971013260438411e-02+5.266644455791652697e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.638971013260423493e-02+5.266644455792969352e-03j)	 (2.987003823999673235e-02+2.558225295268764534e-05j)	 (-2.783601255341524531e-03+1.963741755011825380e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.783601255340433824e-03+1.963741755011743848e-02j)	 (4.578492298240565903e-03+1.081512774123793031e-03j)
 (7.410000000000000000e+02+0.000000000000000000e+00j)	 (2.511654545667812988e-02-1.220255770877949966e-03j)	 (-1.620046975519858629e-02+5.568642902079513901e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.620046975519900956e-02+5.568642902077755759e-03j)	 (2.969065676626944650e-02-6.224787455257237145e-05j)	 (-2.762145874867630302e-03+1.964561029423425934e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.762145874868615625e-03+1.964561029423471383e-02j)	 (4.574111309585904284e-03+1.158007896329280072e-03j)
 (7.420000000000000000e+02+0.000000000000000000e+00j)	 (2.502690006616355503e-02-1.300343426268229727e-03j)	 (-1.610341456500221161e-02+5.717746081676623911e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.610341456500204507e-02+5.717746081675440829e-03j)	 (2.959884023717228307e-02-1.040731244936511646e-04j)	 (-2.751406378374265591e-03+1.964982863225004511e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.751406378373634151e-03+1.964982863225302190e-02j)	 (4.571940171008846872e-03+1.196270301781556054e-03j)
 (7.440000000000000000e+02+0.000000000000000000e+00j)	 (2.484385610688604959e-02-1.452026084323859885e-03j)	 (-1.590445332520497995e-02+6.007670071761110620e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.590445332520695407e-02+6.007670071759801771e-03j)	 (2.941160950352088299e-02-1.791514167918776559e-04j)	 (-2.729914692575824767e-03+1.965842572078702749e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.729914692574205836e-03+1.965842572078604217e-02j)	 (4.567753396642010820e-03+1.272874667536992056e-03j)
 (7.460000000000000000e+02+0.000000000000000000e+00j)	 (2.465769279658127158e-02-1.593113089954079293e-03j)	 (-1.570101184863797322e-02+6.287144612006005488e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.570101184863770954e-02+6.287144612007589291e-03j)	 (2.922146609840628115e-02-2.435670956217234648e-04j)	 (-2.708431605711727596e-03+1.966725452426952916e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.708431605714870481e-03+1.966725452426625748e-02j)	 (4.563773301819443705e-03+1.349545994326963386e-03j)
 (7.480000000000000000e+02+0.000000000000000000e+00j)	 (2.446779323514749332e-02-1.726740425162888448e-03j)	 (-1.549286190392166508e-02+6.559502023917832166e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.549286190392189580e-02+6.559502023920233023e-03j)	 (2.902769286358294204e-02-3.004832690583544158e-04j)	 (-2.686931598785359879e-03+1.967637336178514051e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.686931598785724171e-03+1.967637336178173352e-02j)	 (4.559899628434550996e-03+1.426257156094908702e-03j)
 (7.500000000000000000e+02+0.000000000000000000e+00j)	 (2.427548589335989243e-02-1.852187357756182248e-03j)	 (-1.528123013505775993e-02+6.823879496121692048e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.528123013505733666e-02+6.823879496122091035e-03j)	 (2.883165927193480360e-02-3.491891144662504637e-04j)	 (-2.665430684647172171e-03+1.968576892986877158e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-2.665430684644826825e-03+1.968576892986872995e-02j)	 (4.556173378580527338e-03+1.502998243286613475e-03j)
 (7.510000000000000000e+02+0.000000000000000000e+00j)	 (2.417973938779715073e-02-1.910812085854871837e-03j)	 (-1.517526021769393697e-02+6.951877739406434921e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.517526021769371146e-02+6.951877739404630809e-03j)	 (2.873415883105161911e-02-3.694348930893844290e-04j)	 (-2.654701435225662130e-03+1.969055192788749659e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.654701435226243262e-03+1.969055192788969275e-02j)	 (4.554419443250212231e-03+1.541377192773918815e-03j)
 (7.530000000000000000e+02+0.000000000000000000e+00j)	 (2.398290554692895579e-02-2.021832763691131050e-03j)	 (-1.495714385467743213e-02+7.202393248971428186e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.495714385467800979e-02+7.202393248971305020e-03j)	 (2.853383441322023331e-02-4.035698786703614035e-04j)	 (-2.633166187786072001e-03+1.970032098108311439e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.633166187783830305e-03+1.970032098108113333e-02j)	 (4.550928866294810284e-03+1.618262885015250624e-03j)
 (7.550000000000000000e+02+0.000000000000000000e+00j)	 (2.378692106732613679e-02-2.123950647833884944e-03j)	 (-1.473862861944561994e-02+7.443900551697051581e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.473862861944596862e-02+7.443900551696332538e-03j)	 (2.833458351955227966e-02-4.287980041304071538e-04j)	 (-2.611666598238703701e-03+1.971035114243382264e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.611666598241337012e-03+1.971035114243450959e-02j)	 (4.547662452220052262e-03+1.695152643706062962e-03j)
 (7.570000000000000000e+02+0.000000000000000000e+00j)	 (2.358832736057909010e-02-2.218686109525381048e-03j)	 (-1.451647075619428434e-02+7.678478236351503339e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.451647075619586814e-02+7.678478236349782493e-03j)	 (2.813281995034009469e-02-4.465808314050908473e-04j)	 (-2.590131517905791894e-03+1.972066842929842689e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.590131517904759734e-03+1.972066842930113306e-02j)	 (4.544492589763928468e-03+1.772105278129730349e-03j)
 (7.590000000000000000e+02+0.000000000000000000e+00j)	 (2.338842290070345872e-02-2.304026899764601184e-03j)	 (-1.429163747009176352e-02+7.904000113524139309e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.429163747009266038e-02+7.904000113523983184e-03j)	 (2.792991540180536636e-02-4.548732279110830794e-04j)	 (-2.568575598206002120e-03+1.973123474409631956e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.568575598203435163e-03+1.973123474409778366e-02j)	 (4.541492501108469228e-03+1.849153671857514366e-03j)
 (7.600000000000000000e+02+0.000000000000000000e+00j)	 (2.328881977993162503e-02-2.342247262679487095e-03j)	 (-1.417888195685449229e-02+8.012347507740123775e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.417888195685312533e-02+8.012347507741653801e-03j)	 (2.782891762754680087e-02-4.545216977220176884e-04j)	 (-2.557798921583347845e-03+1.973659120150329793e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.557798921585761279e-03+1.973659120150060911e-02j)	 (4.540097847607782455e-03+1.887725564952123748e-03j)
 (7.620000000000000000e+02+0.000000000000000000e+00j)	 (2.308827589512400108e-02-2.414958664432058019e-03j)	 (-1.395151443245466749e-02+8.225664514300977392e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.395151443245481668e-02+8.225664514301964450e-03j)	 (2.762561472623606060e-02-4.500829646368921522e-04j)	 (-2.536220268040701234e-03+1.974755579081054896e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.536220268041134915e-03+1.974755579080735013e-02j)	 (4.537338831109922338e-03+1.964875699787285886e-03j)
 (7.640000000000000000e+02+0.000000000000000000e+00j)	 (2.288782073397641406e-02-2.480247157580248857e-03j)	 (-1.372308711999043786e-02+8.431796461908936530e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.372308711999148910e-02+8.431796461908568768e-03j)	 (2.742254855261394564e-02-4.381779918838299426e-04j)	 (-2.514632094670340295e-03+1.975879997985273417e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.514632094667245549e-03+1.975879997985277581e-02j)	 (4.534727818644937111e-03+2.042069165694670747e-03j)
 (7.660000000000000000e+02+0.000000000000000000e+00j)	 (2.268908052226891597e-02-2.536731860154622410e-03j)	 (-1.349489081523314558e-02+8.629181189058456047e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.349489081523281599e-02+8.629181189057566134e-03j)	 (2.722142158870884468e-02-4.174043412004993492e-04j)	 (-2.493048613505389165e-03+1.977028469403745853e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.493048613506535817e-03+1.977028469404122288e-02j)	 (4.532341066435865984e-03+2.119327518961361574e-03j)
 (7.680000000000000000e+02+0.000000000000000000e+00j)	 (2.248865408129002708e-02-2.584962453797855740e-03j)	 (-1.326370060074897640e-02+8.819024151293401378e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.326370060075019244e-02+8.819024151294475172e-03j)	 (2.701870756926970027e-02-3.882401856006499575e-04j)	 (-2.471397777634531598e-03+1.978204320208013303e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-2.471397777631665835e-03+1.978204320207649011e-02j)	 (4.530053487985010070e-03+2.196722268190977583e-03j)
 (7.690000000000000000e+02+0.000000000000000000e+00j)	 (2.239039634147030333e-02-2.606368634522463618e-03j)	 (-1.314953333565271019e-02+8.911043458578139440e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.314953333565127037e-02+8.911043458578371892e-03j)	 (2.691941615889819478e-02-3.709618166172091308e-04j)	 (-2.460597775296016754e-03+1.978801393961375499e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.460597775301068268e-03+1.978801393961398397e-02j)	 (4.529019817419943812e-03+2.235406817905694239e-03j)
 (7.710000000000000000e+02+0.000000000000000000e+00j)	 (2.219215098856269081e-02-2.644448715296275967e-03j)	 (-1.291872539881165453e-02+9.090989746529280074e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.291872539881247679e-02+9.090989746528351997e-03j)	 (2.671912532304277638e-02-3.315910225955807922e-04j)	 (-2.438938975953370072e-03+1.980019190039161714e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.438938975952067295e-03+1.980019190039383065e-02j)	 (4.526974334482868935e-03+2.312857692709151518e-03j)
 (7.730000000000000000e+02+0.000000000000000000e+00j)	 (2.199497129571654011e-02-2.674337597968087961e-03j)	 (-1.268748876765947442e-02+9.263111610412157540e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.268748876765976238e-02+9.263111610410651800e-03j)	 (2.652007476166205399e-02-2.839202308948354835e-04j)	 (-2.417246798651618862e-03+1.981262315441833372e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-2.417246798647324554e-03+1.981262315442156377e-02j)	 (4.525103465950188093e-03+2.390417367078336627e-03j)
 (7.750000000000000000e+02+0.000000000000000000e+00j)	 (2.180025552531936195e-02-2.696133156638795547e-03j)	 (-1.245710470661836808e-02+9.427297703481971741e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.245710470661600539e-02+9.427297703482698590e-03j)	 (2.632370606374874120e-02-2.280662604523351765e-04j)	 (-2.395534554433230174e-03+1.982529174582838699e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-2.395534554435153549e-03+1.982529174582673553e-02j)	 (4.523450538422643316e-03+2.468066896183578832e-03j)
 (7.770000000000000000e+02+0.000000000000000000e+00j)	 (2.160635812829796165e-02-2.711820954394301639e-03j)	 (-1.222637530484868042e-02+9.585838347725778030e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.222637530484868389e-02+9.585838347728629916e-03j)	 (2.612826943724502055e-02-1.660294620265297116e-04j)	 (-2.373789367342967957e-03+1.983826408418253723e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-2.373789367344026138e-03+1.983826408418044862e-02j)	 (4.521911308946540212e-03+2.545791492361177376e-03j)
 (7.780000000000000000e+02+0.000000000000000000e+00j)	 (2.150984733181235745e-02-2.717678662617246943e-03j)	 (-1.211107535153111564e-02+9.663263903398000565e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.211107535153436304e-02+9.663263903399265178e-03j)	 (2.603102658391007879e-02-1.330068829800534064e-04j)	 (-2.362914981955689317e-03+1.984486933373954404e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.362914981951522511e-03+1.984486933373811463e-02j)	 (4.521179252105222285e-03+2.584671779635395496e-03j)
