f	1DC-2_dc	2DC-2_dc	3DC-2_dc
 (4.200000000000000000e+02+0.000000000000000000e+00j)	 (1.827236813519190345e-02-4.305161143865462135e-03j)	 (1.158736744757379519e-02-1.276285502716639243e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.158736744757425489e-02-1.276285502716762235e-02j)	 (2.590720225061284021e-02-1.613536980936641774e-02j)	 (-7.291305401111483966e-03+2.188125736180433767e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.291305401115894501e-03+2.188125736180595096e-02j)	 (7.634834115369193430e-03-1.183020866547979458e-02j)
 (4.210000000000000000e+02+0.000000000000000000e+00j)	 (1.815522468228252667e-02-4.261020297411888431e-03j)	 (1.144896573409253347e-02-1.279994315850234952e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (1.144896573409236173e-02-1.279994315850361761e-02j)	 (2.577020130710649948e-02-1.604355053852366333e-02j)	 (-7.269287796415733853e-03+2.186083303054827537e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.269287796414944554e-03+2.186083303055397220e-02j)	 (7.614976624847490452e-03-1.178253024105921712e-02j)
 (4.230000000000000000e+02+0.000000000000000000e+00j)	 (1.792631343462562643e-02-4.167894700586879421e-03j)	 (1.117624593484694596e-02-1.286995686839443286e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.117624593484511410e-02-1.286995686839589176e-02j)	 (2.550190137053727490e-02-1.585523983262889652e-02j)	 (-7.225573369200825186e-03+2.182027201908154010e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.225573369194542885e-03+2.182027201908375361e-02j)	 (7.575587935965921900e-03-1.168734513202376174e-02j)
 (4.250000000000000000e+02+0.000000000000000000e+00j)	 (1.770460014380142999e-02-4.069330190511154070e-03j)	 (1.090897473104102469e-02-1.293527954056977389e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (1.090897473104170297e-02-1.293527954057016247e-02j)	 (2.524126243121447080e-02-1.566178407310741746e-02j)	 (-7.182281167020807336e-03+2.178014635507188185e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.182281167024112851e-03+2.178014635506937344e-02j)	 (7.536662287363655836e-03-1.159245388261521958e-02j)
 (4.260000000000000000e+02+0.000000000000000000e+00j)	 (1.759570580902563089e-02-4.018220229634984937e-03j)	 (1.077681681396536889e-02-1.296642307729552884e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (1.077681681396572104e-02-1.296642307729491128e-02j)	 (2.511300296386525382e-02-1.556338087174629140e-02j)	 (-7.160725815634796411e-03+2.176025420487777071e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-7.160725815637709879e-03+2.176025420487470372e-02j)	 (7.517297154815538902e-03-1.154516064215898273e-02j)
 (4.280000000000000000e+02+0.000000000000000000e+00j)	 (1.738267249896522509e-02-3.912929632078285432e-03j)	 (1.051609347504152761e-02-1.302608162637294148e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.051609347504059086e-02-1.302608162637350700e-02j)	 (2.486155232790129843e-02-1.536381212010075499e-02j)	 (-7.117879863285870440e-03+2.172084889555848941e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.117879863280615095e-03+2.172084889555724735e-02j)	 (7.478879828984760954e-03-1.145088248804693697e-02j)
 (4.300000000000000000e+02+0.000000000000000000e+00j)	 (1.717672652828876323e-02-3.803304460641134584e-03j)	 (1.026061728177308369e-02-1.308205337340048562e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.026061728177333696e-02-1.308205337340122981e-02j)	 (2.461766919701734863e-02-1.516021980599790986e-02j)	 (-7.075457597833147844e-03+2.168189448781941350e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.075457597833938878e-03+2.168189448782379888e-02j)	 (7.440942668711140150e-03-1.135691534530832748e-02j)
 (4.310000000000000000e+02+0.000000000000000000e+00j)	 (1.707559760002430940e-02-3.746203596006368423e-03j)	 (1.013417112341763980e-02-1.310827251805139065e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.013417112341696846e-02-1.310827251805035676e-02j)	 (2.449762106130833408e-02-1.505620892155677334e-02j)	 (-7.054321965541713105e-03+2.166251932899175905e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.054321965539235920e-03+2.166251932898639182e-02j)	 (7.422023461302856839e-03-1.131000532560085502e-02j)
 (4.330000000000000000e+02+0.000000000000000000e+00j)	 (1.687894576413249970e-02-3.630335929985078688e-03j)	 (9.885463118689544887e-03-1.315915900725206887e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.885463118690485107e-03-1.315915900725111651e-02j)	 (2.426359737934708286e-02-1.484686853388420338e-02j)	 (-7.012410316847517144e-03+2.162422026259052180e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.012410316851108889e-03+2.162422026259289143e-02j)	 (7.384651615166482747e-03-1.121653260387740943e-02j)
 (4.350000000000000000e+02+0.000000000000000000e+00j)	 (1.668761171176057212e-02-3.510481975533637569e-03j)	 (9.640553778698898388e-03-1.320694692228452718e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.640553778698468176e-03-1.320694692228534771e-02j)	 (2.403516796352034648e-02-1.463389476601261591e-02j)	 (-6.970756811820465713e-03+2.158634778919468061e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.970756811818475118e-03+2.158634778919787250e-02j)	 (7.347556251781389020e-03-1.112341279043242009e-02j)
 (4.370000000000000000e+02+0.000000000000000000e+00j)	 (1.650248791922724959e-02-3.386663138554977647e-03j)	 (9.400007030385933507e-03-1.325163918641086500e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.400007030384795528e-03-1.325163918641217471e-02j)	 (2.381331875215711436e-02-1.441722733906331509e-02j)	 (-6.929449126118825304e-03+2.154886976661916226e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.929449126117273594e-03+2.154886976662076861e-02j)	 (7.310830832976522760e-03-1.103056420049198724e-02j)
 (4.380000000000000000e+02+0.000000000000000000e+00j)	 (1.641270655439867540e-02-3.323297121508520489e-03j)	 (9.281651260260009861e-03-1.327283041541559364e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.281651260261385497e-03-1.327283041541472280e-02j)	 (2.370536535665573527e-02-1.430750149861122374e-02j)	 (-6.908972249376099835e-03+2.153026876742271389e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.908972249376760764e-03+2.153026876742251267e-02j)	 (7.292658802226644095e-03-1.098420437711371787e-02j)
 (4.400000000000000000e+02+0.000000000000000000e+00j)	 (1.623648613987457162e-02-3.194484059419321932e-03j)	 (9.047291143803894847e-03-1.331372066158004533e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.047291143806413666e-03-1.331372066157824122e-02j)	 (2.349296582237301451e-02-1.408631463043345800e-02j)	 (-6.868154521164070679e-03+2.149342977300802010e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.868154521165297996e-03+2.149342977300789867e-02j)	 (7.256479682485232965e-03-1.089183057104160454e-02j)
 (4.420000000000000000e+02+0.000000000000000000e+00j)	 (1.606591539976966188e-02-3.062823823215833283e-03j)	 (8.816804157868684405e-03-1.335249178725185157e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (8.816804157866526409e-03-1.335249178725008389e-02j)	 (2.328657180609082153e-02-1.386263431862786409e-02j)	 (-6.827641153534007301e-03+2.145704052017583657e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.827641153534558076e-03+2.145704052017679067e-02j)	 (7.220656406347126730e-03-1.079981049542634054e-02j)
 (4.430000000000000000e+02+0.000000000000000000e+00j)	 (1.598324937187531672e-02-2.996109209559542300e-03j)	 (8.703320126426408038e-03-1.337116743363082720e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.703320126427304890e-03-1.337116743363312571e-02j)	 (2.318620218608365841e-02-1.375001912444729149e-02j)	 (-6.807555309254678146e-03+2.143902322908518981e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.807555309255014682e-03+2.143902322908529737e-02j)	 (7.202952814198843208e-03-1.075390991485965925e-02j)
 (4.450000000000000000e+02+0.000000000000000000e+00j)	 (1.582131672659322155e-02-2.859583191294237138e-03j)	 (8.478515980382838116e-03-1.340648636696003745e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.478515980382107797e-03-1.340648636695953091e-02j)	 (2.298894687379003307e-02-1.352185400929351716e-02j)	 (-6.767518929720616611e-03+2.140319858083199883e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.767518929721656577e-03+2.140319858083096147e-02j)	 (7.167630147207696908e-03-1.066227081802981723e-02j)
 (4.470000000000000000e+02+0.000000000000000000e+00j)	 (1.566550153430044251e-02-2.721091788970463748e-03j)	 (8.257737539439667651e-03-1.344034550386285880e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.257737539441277475e-03-1.344034550386425698e-02j)	 (2.279827377086483808e-02-1.329207284253668651e-02j)	 (-6.727854053054812405e-03+2.136785782673759210e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.727854053055508897e-03+2.136785782673809170e-02j)	 (7.132772236537162150e-03-1.057098105355534431e-02j)
 (4.480000000000000000e+02+0.000000000000000000e+00j)	 (1.558921439648530000e-02-2.650913799723508303e-03j)	 (8.148390860680438524e-03-1.345669073064071318e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (8.148390860679817493e-03-1.345669073064213218e-02j)	 (2.270463124193102672e-02-1.317639621653953624e-02j)	 (-6.708087484750070544e-03+2.135034660184404604e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-6.708087484748611641e-03+2.135034660184604097e-02j)	 (7.115416845458257498e-03-1.052548241678735556e-02j)
 (4.500000000000000000e+02+0.000000000000000000e+00j)	 (1.544117882909857610e-02-2.508336527875903478e-03j)	 (7.932493425550956115e-03-1.348789427832242441e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (7.932493425549096491e-03-1.348789427832414872e-02j)	 (2.252216686725086459e-02-1.294295514001909259e-02j)	 (-6.668826479309605988e-03+2.131558022693878784e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-6.668826479309465476e-03+2.131558022693816334e-02j)	 (7.080988038181107447e-03-1.043461861213492055e-02j)
 (4.520000000000000000e+02+0.000000000000000000e+00j)	 (1.529907500286987673e-02-2.363443126892173212e-03j)	 (7.720209213147650150e-03-1.351755852905931615e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.720209213148394346e-03-1.351755852905920513e-02j)	 (2.234603806252827632e-02-1.270743736094401277e-02j)	 (-6.629923895182656540e-03+2.128120368579194954e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.629923895185990679e-03+2.128120368579113422e-02j)	 (7.046963059619445503e-03-1.034399423406634488e-02j)
 (4.530000000000000000e+02+0.000000000000000000e+00j)	 (1.522970400141488573e-02-2.290140374373837891e-03j)	 (7.615082535396156677e-03-1.353192100890887768e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.615082535396546122e-03-1.353192100890859839e-02j)	 (2.225973542549631451e-02-1.258895237120118138e-02j)	 (-6.610544832847113639e-03+2.126416927438072590e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.610544832847108435e-03+2.126416927437780810e-02j)	 (7.030031424064650536e-03-1.029881199686438417e-02j)
 (4.550000000000000000e+02+0.000000000000000000e+00j)	 (1.509481992449393864e-02-2.142324099966045128e-03j)	 (7.407169197072361808e-03-1.355991600262455507e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (7.407169197071659245e-03-1.355991600262379526e-02j)	 (2.209125981023078722e-02-1.235103415808828063e-02j)	 (-6.572008831464681670e-03+2.123044204914440944e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-6.572008831462263466e-03+2.123044204914365657e-02j)	 (6.996439885773506756e-03-1.020871005814049694e-02j)
 (4.570000000000000000e+02+0.000000000000000000e+00j)	 (1.496566067628065863e-02-1.992789334677208708e-03j)	 (7.202560755248014514e-03-1.358681304785800369e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.202560755248848916e-03-1.358681304785790481e-02j)	 (2.192893033145413770e-02-1.211165431802650391e-02j)	 (-6.533833903259201985e-03+2.119711976794873970e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.533833903260711194e-03+2.119711976795177200e-02j)	 (6.963269655159101679e-03-1.011886498331086674e-02j)
 (4.580000000000000000e+02+0.000000000000000000e+00j)	 (1.490275886046454022e-02-1.916760974637220748e-03j)	 (7.101110709128640244e-03-1.359963979104696248e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.101110709127989723e-03-1.359963979104576032e-02j)	 (2.184947927672916540e-02-1.199076011883389199e-02j)	 (-6.514804270469808783e-03+2.118054983996384144e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-6.514804270466846743e-03+2.118054983996177018e-02j)	 (6.946720416279498697e-03-1.007399914423474062e-02j)
 (4.600000000000000000e+02+0.000000000000000000e+00j)	 (1.478123661116551371e-02-1.764511044556599587e-03j)	 (6.900740767973551765e-03-1.362507507810158808e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.900740767973420793e-03-1.362507507810259769e-02j)	 (2.169527518302589303e-02-1.174907759265528956e-02j)	 (-6.477056449011628358e-03+2.114781774291614458e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.477056449014935609e-03+2.114781774291573171e-02j)	 (6.914038571823451391e-03-9.984566548085070659e-03j)
 (4.620000000000000000e+02+0.000000000000000000e+00j)	 (1.466417811341639774e-02-1.610372886162047927e-03j)	 (6.702738400425801643e-03-1.364966532474140570e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.702738400425178877e-03-1.364966532474309185e-02j)	 (2.154576746939583856e-02-1.150580462692969361e-02j)	 (-6.439517978168132067e-03+2.111547127718574335e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.439517978167849308e-03+2.111547127718663847e-02j)	 (6.881589355996123661e-03-9.895431740732842790e-03j)
 (4.640000000000000000e+02+0.000000000000000000e+00j)	 (1.455223975177661472e-02-1.454445840910188227e-03j)	 (6.507336284133120527e-03-1.367338016162914123e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.507336284133139609e-03-1.367338016162872663e-02j)	 (2.140169995336943520e-02-1.126096399693078676e-02j)	 (-6.402269664762184898e-03+2.108347989232875822e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-6.402269664759449239e-03+2.108347989233009395e-02j)	 (6.849460201629366772e-03-9.806518156005573222e-03j)
 (4.650000000000000000e+02+0.000000000000000000e+00j)	 (1.449852614931635905e-02-1.375883795470001988e-03j)	 (6.410731206257634478e-03-1.368489292923890169e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (6.410731206260316360e-03-1.368489292923716176e-02j)	 (2.133209042276640668e-02-1.113799297718257204e-02j)	 (-6.383798038874018144e-03+2.106760779290048347e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-6.383798038875518679e-03+2.106760779289847119e-02j)	 (6.833564273416424355e-03-9.762109181725252618e-03j)
 (4.670000000000000000e+02+0.000000000000000000e+00j)	 (1.439387353331543495e-02-1.217800030022126931e-03j)	 (6.218932297650379103e-03-1.370769951559943495e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.218932297652113826e-03-1.370769951559741226e-02j)	 (2.119578199415551867e-02-1.089139180194019160e-02j)	 (-6.346959961868348099e-03+2.103619374009740861e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-6.346959961868608308e-03+2.103619374009462611e-02j)	 (6.801908460826160824e-03-9.673591771950368692e-03j)
 (4.690000000000000000e+02+0.000000000000000000e+00j)	 (1.429382976729444421e-02-1.058539167165287523e-03j)	 (6.029350035426032928e-03-1.373008971360065861e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.029350035423141144e-03-1.373008971360002890e-02j)	 (2.106439118185311071e-02-1.064391301906698548e-02j)	 (-6.310375512823244819e-03+2.100518717792584228e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.310375512820089357e-03+2.100518717792448573e-02j)	 (6.770561414591305324e-03-9.585373851918385993e-03j)
 (4.700000000000000000e+02+0.000000000000000000e+00j)	 (1.424589668511042420e-02-9.786707213773407354e-04j)	 (5.935531393804178470e-03-1.374113648117994239e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.935531393804050100e-03-1.374113648118244907e-02j)	 (2.100097060105818314e-02-1.052002575682363904e-02j)	 (-6.292231015839011218e-03+2.098984443320230445e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.292231015839788374e-03+2.098984443320498286e-02j)	 (6.755073915935030406e-03-9.541355035413933566e-03j)
 (4.720000000000000000e+02+0.000000000000000000e+00j)	 (1.415304500064801067e-02-8.171367240754613638e-04j)	 (5.749052686097175756e-03-1.376271635670374242e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.749052686095878183e-03-1.376271635670133116e-02j)	 (2.087720378612813177e-02-1.027058333985880062e-02j)	 (-6.256045689763034892e-03+2.095934804596388118e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.256045689762146714e-03+2.095934804596040132e-02j)	 (6.724158785492912078e-03-9.453446615817165388e-03j)
 (4.740000000000000000e+02+0.000000000000000000e+00j)	 (1.406510648454309745e-02-6.550615554461805545e-04j)	 (5.564747806570870085e-03-1.378412141727743123e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.564747806573766206e-03-1.378412141727836451e-02j)	 (2.075876280877801683e-02-1.002089509646262623e-02j)	 (-6.220177416169086516e-03+2.092929103948656250e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.220177416170620879e-03+2.092929103948755476e-02j)	 (6.693656324203290167e-03-9.365833541003648621e-03j)
 (4.750000000000000000e+02+0.000000000000000000e+00j)	 (1.402250801690851922e-02-5.735574299213968066e-04j)	 (5.473151857261228902e-03-1.379477370137366030e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.473151857260512461e-03-1.379477370137636993e-02j)	 (2.070097342340976310e-02-9.895710555893545007e-03j)	 (-6.202294205341692991e-03+2.091440757531343175e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.202294205341959271e-03+2.091440757531496525e-02j)	 (6.678465406514570019e-03-9.322153125940767920e-03j)
 (4.770000000000000000e+02+0.000000000000000000e+00j)	 (1.394112026078456364e-02-4.095207657550458216e-04j)	 (5.291355762922554315e-03-1.381573126692904434e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (5.291355762920195091e-03-1.381573126692987180e-02j)	 (2.058945019098360960e-02-9.644414372305520206e-03j)	 (-6.166759018747219878e-03+2.088487177457895236e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.166759018743887474e-03+2.088487177457961502e-02j)	 (6.648329930231668301e-03-9.234893606537895525e-03j)
 (4.790000000000000000e+02+0.000000000000000000e+00j)	 (1.386464901381350735e-02-2.445515653101333641e-04j)	 (5.111334415323564098e-03-1.383642459928579281e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (5.111334415324371612e-03-1.383642459928511280e-02j)	 (2.048319744351700597e-02-9.392379547015073174e-03j)	 (-6.131527850870487246e-03+2.085569153599297482e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.131527850873987918e-03+2.085569153599099723e-02j)	 (6.618548429672363800e-03-9.147827981717151016e-03j)
 (4.810000000000000000e+02+0.000000000000000000e+00j)	 (1.379222482369682305e-02-7.862834100524733472e-05j)	 (4.932723459436801940e-03-1.385709109081977898e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.932723459437398685e-03-1.385709109081848661e-02j)	 (2.038122674431549347e-02-9.139676694229636675e-03j)	 (-6.096491092346224307e-03+2.082689070189264885e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-6.096491092347780354e-03+2.082689070189027922e-02j)	 (6.589001920604680741e-03-9.061048353253484122e-03j)
 (4.820000000000000000e+02+0.000000000000000000e+00j)	 (1.375746791183658779e-02+4.578503202027663088e-06j)	 (4.843940758890608045e-03-1.386746404060180959e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.843940758890651413e-03-1.386746404060157020e-02j)	 (2.033179169864487296e-02-9.013205807272793579e-03j)	 (-6.079043843213632718e-03+2.081264710379246430e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.079043843209184020e-03+2.081264710379059427e-02j)	 (6.574323786838967218e-03-9.017784310488653060e-03j)
 (4.840000000000000000e+02+0.000000000000000000e+00j)	 (1.369185810285312131e-02+1.713863750624353892e-04j)	 (4.667564599531322071e-03-1.388803448323562215e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.667564599531575341e-03-1.388803448323744361e-02j)	 (2.023714787582100647e-02-8.759985409438579909e-03j)	 (-6.044418841731122490e-03+2.078442557223034864e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.044418841731441679e-03+2.078442557223262460e-02j)	 (6.545289772957471608e-03-8.931371784471692915e-03j)
 (4.860000000000000000e+02+0.000000000000000000e+00j)	 (1.363039746450861629e-02+3.395665628926982402e-04j)	 (4.492226627168824024e-03-1.390853358594786558e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (4.492226627168628868e-03-1.390853358594734517e-02j)	 (2.014683052882106085e-02-8.505577095469644619e-03j)	 (-6.009976372588637233e-03+2.075650052076416507e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-6.009976372587324048e-03+2.075650052076040072e-02j)	 (6.516433064324787978e-03-8.845143658392246727e-03j)
 (4.870000000000000000e+02+0.000000000000000000e+00j)	 (1.360146862825969971e-02+4.235037811909708391e-04j)	 (4.405144755473799564e-03-1.391880974233342810e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.405144755474129162e-03-1.391880974233530507e-02j)	 (2.010366082192135972e-02-8.378637310281961126e-03j)	 (-5.992888852360159051e-03+2.074271477640127204e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.992888852362980578e-03+2.074271477640069611e-02j)	 (6.502192193633899234e-03-8.802141091463155931e-03j)
 (4.890000000000000000e+02+0.000000000000000000e+00j)	 (1.354627666565737243e-02+5.923769491688419750e-04j)	 (4.231544875627386848e-03-1.393946780314055806e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.231544875627936755e-03-1.393946780314203777e-02j)	 (2.002006310925199400e-02-8.123946004185865141e-03j)	 (-5.958795458250902739e-03+2.071538040465550207e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.958795458249181894e-03+2.071538040466062991e-02j)	 (6.473786443607476744e-03-8.716322953323720618e-03j)
 (4.910000000000000000e+02+0.000000000000000000e+00j)	 (1.349552637722337481e-02+7.620425202908317867e-04j)	 (4.058903158677370712e-03-1.396011802020057611e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.058903158676270030e-03-1.396011802020195522e-02j)	 (1.994118573813076500e-02-7.868642099304512874e-03j)	 (-5.924946719208437108e-03+2.068837267797491927e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.924946719204953784e-03+2.068837267797426008e-02j)	 (6.445659360937589129e-03-8.630684619585018286e-03j)
 (4.920000000000000000e+02+0.000000000000000000e+00j)	 (1.347211390745826909e-02+8.470520362989443670e-04j)	 (3.972952658224970270e-03-1.397035850650309163e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.972952658227590569e-03-1.397035850650282275e-02j)	 (1.990386011833403593e-02-7.740846930125053378e-03j)	 (-5.908153017912903988e-03+2.067498091639212443e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.908153017913640379e-03+2.067498091639292587e-02j)	 (6.431746210848903779e-03-8.587898966433967635e-03j)
 (4.940000000000000000e+02+0.000000000000000000e+00j)	 (1.342773681290577482e-02+1.017603152684472441e-03j)	 (3.801558054886025433e-03-1.399117568298241694e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.801558054886858100e-03-1.399117568298033527e-02j)	 (1.983176918980981279e-02-7.484983946903974242e-03j)	 (-5.874644259576343105e-03+2.064850158252777568e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-5.874644259576103714e-03+2.064850158252635320e-02j)	 (6.404032376892495985e-03-8.502587099615398214e-03j)
 (4.960000000000000000e+02+0.000000000000000000e+00j)	 (1.338736315114538375e-02+1.188579082529923371e-03j)	 (3.630910816727054256e-03-1.401219314038849514e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.630910816725343819e-03-1.401219314038660776e-02j)	 (1.976395063521970558e-02-7.228950540874292015e-03j)	 (-5.841347644124275824e-03+2.062239872523077486e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.841347644123459637e-03+2.062239872523168732e-02j)	 (6.376587484099541236e-03-8.417529623415676704e-03j)
 (4.980000000000000000e+02+0.000000000000000000e+00j)	 (1.335151408078919660e-02+1.359699337810359784e-03j)	 (3.460969345635795964e-03-1.403320900957720843e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.460969345636832895e-03-1.403320900957826835e-02j)	 (1.970100863651087081e-02-6.972962491335813265e-03j)	 (-5.808335322942790972e-03+2.059664670614837559e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.808335322942634847e-03+2.059664670614909723e-02j)	 (6.349494555710564168e-03-8.332661829119573232e-03j)
 (4.990000000000000000e+02+0.000000000000000000e+00j)	 (1.333513681133580674e-02+1.445929298791745563e-03j)	 (3.375997526811174917e-03-1.404380989300405697e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.375997526811308058e-03-1.404380989300194060e-02j)	 (1.967110663111978908e-02-6.844333918430870606e-03j)	 (-5.791865626572361911e-03+2.058385101902129172e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.791865626571352302e-03+2.058385101902006700e-02j)	 (6.335969819795310085e-03-8.290263217248437094e-03j)
 (5.010000000000000000e+02+0.000000000000000000e+00j)	 (1.330553873067538348e-02+1.617688304140094992e-03j)	 (3.206742839169966428e-03-1.406506215471889712e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.206742839171292624e-03-1.406506215471943835e-02j)	 (1.961481509183889138e-02-6.588016891829385872e-03j)	 (-5.759179156934898791e-03+2.055861411499566860e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.759179156936685556e-03+2.055861411499532859e-02j)	 (6.309276361136787088e-03-8.205705195960744797e-03j)
