f	1DC-2_dc	2DC-2_dc	3DC-2_dc
 (4.600000000000000000e+01+0.000000000000000000e+00j)	 (1.298225103159994856e-02-1.218668189953888044e-02j)	 (-1.288097867307547335e-02+1.655515458834468448e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.288097867310462191e-02+1.655515458837613849e-02j)	 (6.721834461519092530e-02-7.423367221762416923e-02j)	 (-5.423129928897781060e-02+6.306731281204119854e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.423129928919574738e-02+6.306731281221313046e-02j)	 (5.423609358964415900e-02-6.204699030995901310e-02j)
 (4.700000000000000000e+01+0.000000000000000000e+00j)	 (1.278063221195097250e-02-1.199193332114023396e-02j)	 (-1.267377778562474994e-02+1.645978544238515737e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.267377778560086279e-02+1.645978544241126842e-02j)	 (6.615347057465278957e-02-7.350559349614926852e-02j)	 (-5.336812855384768378e-02+6.255609859978353282e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-5.336812855372004283e-02+6.255609859990925170e-02j)	 (5.337283837095872091e-02-6.151366018117641193e-02j)
 (4.800000000000000000e+01+0.000000000000000000e+00j)	 (1.258533654975269728e-02-1.179895179682940304e-02j)	 (-1.247276774939726912e-02+1.636652920023217925e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.247276774935955797e-02+1.636652920023775812e-02j)	 (6.512029506662021794e-02-7.278553095539656848e-02j)	 (-5.253035103793999433e-02+6.205116869298503424e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-5.253035103773361775e-02+6.205116869288907627e-02j)	 (5.253495851822870266e-02-6.098657916882048446e-02j)
 (4.900000000000000000e+01+0.000000000000000000e+00j)	 (1.239625556527002882e-02-1.160765750404232736e-02j)	 (-1.227774485301482907e-02+1.627539396572654992e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.227774485302804940e-02+1.627539396572497826e-02j)	 (6.411809429135392757e-02-7.207320485863188964e-02j)	 (-5.171733026933812705e-02+6.155234270065891578e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.171733019954082716e-02+6.155234268623326760e-02j)	 (5.172183878512690708e-02-6.046554655829140118e-02j)
 (5.100000000000000000e+01+0.000000000000000000e+00j)	 (1.203536406070526005e-02-1.123081992739304209e-02j)	 (-1.190445777904962713e-02+1.609947155421182982e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.190445777905602999e-02+1.609947155420063045e-02j)	 (6.220195727027712229e-02-7.067440830049902256e-02j)	 (-5.016229948346452583e-02+6.057478903101654044e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.016229948369934494e-02+6.057478903062994691e-02j)	 (5.016659318821173330e-02-5.944358837901039111e-02j)
 (5.200000000000000000e+01+0.000000000000000000e+00j)	 (1.186318472165486838e-02-1.104517922479904095e-02j)	 (-1.172576327729326143e-02+1.601465356569713866e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.172576327728569803e-02+1.601465356568308393e-02j)	 (6.128607588028679026e-02-6.998777329898514532e-02j)	 (-4.941869958415626846e-02+6.009600673717074154e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.941869954834092471e-02+6.009600672932517706e-02j)	 (4.942289115808225913e-02-5.894259377728826993e-02j)
 (5.300000000000000000e+01+0.000000000000000000e+00j)	 (1.169642581170680755e-02-1.086117199681782032e-02j)	 (-1.155215973706438456e-02+1.593192774769273262e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.155215973706011021e-02+1.593192774771398645e-02j)	 (6.039740666669606017e-02-6.930908436804544825e-02j)	 (-4.869686480907637477e-02+5.962359114777585067e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-4.869686480922729571e-02+5.962359114836736362e-02j)	 (4.870098086502595153e-02-5.844791235214139014e-02j)
 (5.400000000000000000e+01+0.000000000000000000e+00j)	 (1.153441520778683213e-02-1.067884230529656496e-02j)	 (-1.138335638484236009e-02+1.585115467047472013e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.138335638484051782e-02+1.585115467045563817e-02j)	 (5.953379507340768317e-02-6.863872682262214808e-02j)	 (-4.799539567746474722e-02+5.915783384754310509e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.799539567744549179e-02+5.915783384695642161e-02j)	 (4.799937985516904149e-02-5.795988453647472199e-02j)
 (5.500000000000000000e+01+0.000000000000000000e+00j)	 (1.137754960203017640e-02-1.049824907176323888e-02j)	 (-1.121921720061715838e-02+1.577248694557487063e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.121921720063204057e-02+1.577248694558566061e-02j)	 (5.869587539956715866e-02-6.797666824492056004e-02j)	 (-4.731441174828152768e-02+5.869867149634891423e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.731441174879132128e-02+5.869867149669293072e-02j)	 (4.731832579185563797e-02-5.747841915226337833e-02j)
 (5.600000000000000000e+01+0.000000000000000000e+00j)	 (1.122517889889651684e-02-1.031942896037646093e-02j)	 (-1.105947203523975284e-02+1.569577538297221159e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.105947203522228417e-02+1.569577538298042030e-02j)	 (5.788155714417091841e-02-6.732322472333035490e-02j)	 (-4.665255517731878299e-02+5.824633339513494296e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-4.665255517700244575e-02+5.824633339559635165e-02j)	 (4.665637826703793872e-02-5.700379575728770076e-02j)
 (5.700000000000000000e+01+0.000000000000000000e+00j)	 (1.107728943307786235e-02-1.014214070301681751e-02j)	 (-1.090402576474023416e-02+1.562101291260817662e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.090402576472995419e-02+1.562101291260776376e-02j)	 (5.709031419204023405e-02-6.667775106977948119e-02j)	 (-4.600929965800611143e-02+5.780046757215184100e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-4.600929965744936928e-02+5.780046757217723041e-02j)	 (4.601302477719199091e-02-5.653561037807898482e-02j)
 (5.800000000000000000e+01+0.000000000000000000e+00j)	 (1.093385233942855556e-02-9.966315480067402394e-03j)	 (-1.075273840108472746e-02+1.554820841587628739e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.075273840110725979e-02+1.554820841587822161e-02j)	 (5.632168476836208609e-02-6.604006286623149979e-02j)	 (-4.538418962021933262e-02+5.736097563305667807e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.538418962068541118e-02+5.736097563256301740e-02j)	 (4.538783241324364365e-02-5.607374737752097993e-02j)
 (5.900000000000000000e+01+0.000000000000000000e+00j)	 (1.079448995184465430e-02-9.792197667758933965e-03j)	 (-1.060533066703246534e-02+1.547730843224315138e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.060533066704582791e-02+1.547730843222984952e-02j)	 (5.557430723833964997e-02-6.541084632387143827e-02j)	 (-4.477625789857953703e-02+5.692822915324650263e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.477625789858033500e-02+5.692822915254912991e-02j)	 (4.477981726873367374e-02-5.561864866107559674e-02j)
 (6.000000000000000000e+01+0.000000000000000000e+00j)	 (1.065917552705796835e-02-9.619710855593910023e-03j)	 (-1.046167895564385081e-02+1.540831918740193443e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.046167895562954107e-02+1.540831918739084781e-02j)	 (5.484771030688721793e-02-6.478992585614955224e-02j)	 (-4.418504063796432901e-02+5.650214764173759618e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.418504063727453357e-02+5.650214764173051157e-02j)	 (4.418853478480842811e-02-5.517021501911282405e-02j)
 (6.100000000000000000e+01+0.000000000000000000e+00j)	 (1.052792194023527590e-02-9.448643930673853580e-03j)	 (-1.032171530324849443e-02+1.534123420985257849e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.032171530324802952e-02+1.534123420988020917e-02j)	 (5.414159701748738618e-02-6.417676578176496893e-02j)	 (-4.361021549932077301e-02+5.608245173111614523e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-4.361021549987615514e-02+5.608245173164991271e-02j)	 (4.361367508732828802e-02-5.472812183403379799e-02j)
 (6.200000000000000000e+01+0.000000000000000000e+00j)	 (1.040016682848439455e-02-9.278994519065077856e-03j)	 (-1.018522038555897714e-02+1.527589526691265978e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.018522038555365675e-02+1.527589526688662679e-02j)	 (5.345409278147427584e-02-6.357128959823737935e-02j)	 (-4.305054348746192860e-02+5.566902326336132384e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.305054348699506594e-02+5.566902326279769136e-02j)	 (4.305392594248826782e-02-5.429229509697242745e-02j)
 (6.300000000000000000e+01+0.000000000000000000e+00j)	 (1.027629170829904431e-02-9.110849223538249400e-03j)	 (-1.005209812948541608e-02+1.521245969116253802e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.005209812950005541e-02+1.521245969117658060e-02j)	 (5.278586464443577736e-02-6.297382945212380567e-02j)	 (-4.250620731079701037e-02+5.526213234400239455e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.250620731165066085e-02+5.526213234406514990e-02j)	 (4.250957293101317869e-02-5.386298020788208435e-02j)
 (6.400000000000000000e+01+0.000000000000000000e+00j)	 (1.015575135106301652e-02-8.944203602036578105e-03j)	 (-9.922145110376723656e-03+1.515076519327437747e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.922145110358798759e-03+1.515076519328969161e-02j)	 (5.213510752486398558e-02-6.238427381723075926e-02j)	 (-4.197601984619913490e-02+5.486162755716254141e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-4.197601984614321435e-02+5.486162755801843316e-02j)	 (4.197935619572937260e-02-5.344007021018464670e-02j)
 (6.500000000000000000e+01+0.000000000000000000e+00j)	 (1.003858104510957361e-02-8.778849544488730172e-03j)	 (-9.795318203201895321e-03+1.509080996352747672e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.795318203181958144e-03+1.509080996353199394e-02j)	 (5.150163897217549525e-02-6.180208550139741630e-02j)	 (-4.145975191492087125e-02+5.446722522858294530e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-4.145975191424056822e-02+5.446722522910969755e-02j)	 (4.146305794689954249e-02-5.302323596966432295e-02j)
 (6.600000000000000000e+01+0.000000000000000000e+00j)	 (9.924788712864776249e-03-8.614725756769485779e-03j)	 (-9.671523335402359978e-03+1.503260601388474796e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-9.671523335436913935e-03+1.503260601388134096e-02j)	 (5.088518621828305721e-02-6.122712219091604180e-02j)	 (-4.095710362877444388e-02+5.407886087806006159e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.095710362968536106e-02+5.407886087719636359e-02j)	 (4.096039745103031288e-02-5.261239641779325710e-02j)
 (6.700000000000000000e+01+0.000000000000000000e+00j)	 (9.814051689048433613e-03-8.452044392223795680e-03j)	 (-9.550537736664687152e-03+1.497608568452137717e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-9.550537736684974743e-03+1.497608568449366497e-02j)	 (5.028451194204845015e-02-6.065985271121125677e-02j)	 (-4.046717612510173506e-02+5.369672592690526852e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.046717612526667257e-02+5.369672592539041778e-02j)	 (4.047046021164400070e-02-5.220780835638201556e-02j)
 (6.800000000000000000e+01+0.000000000000000000e+00j)	 (9.706385144725940967e-03-8.290740013740525646e-03j)	 (-9.432277770691343405e-03+1.492125535367820090e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.432277770668649752e-03+1.492125535365733217e-02j)	 (4.969936890363840093e-02-6.010011710333060253e-02j)	 (-3.998968849100822953e-02+5.332074269709306813e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.998968848928506625e-02+5.332074269687048923e-02j)	 (3.999298379044326224e-02-5.180937713183565718e-02j)
 (6.900000000000000000e+01+0.000000000000000000e+00j)	 (9.601840815552903363e-03-8.130615510276566552e-03j)	 (-9.316709017620735875e-03+1.486812093978780690e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.316709017624472469e-03+1.486812093982419619e-02j)	 (4.912967784392308079e-02-5.954743074193290936e-02j)	 (-3.952449816749545319e-02+5.295066835023269636e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.952449816863486814e-02+5.295066835188045468e-02j)	 (3.952783704575911494e-02-5.141681517190872797e-02j)
 (7.000000000000000000e+01+0.000000000000000000e+00j)	 (9.499920361612021816e-03-7.971661541334459575e-03j)	 (-9.203682420699218006e-03+1.481652395885456851e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-9.203682420691495017e-03+1.481652395882118896e-02j)	 (4.857385391230113758e-02-5.900156256550145167e-02j)	 (-3.907059100219573144e-02+5.258623740095980104e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.907059100107068694e-02+5.258623739892492183e-02j)	 (3.907393353062616620e-02-5.102990109306215077e-02j)
 (7.100000000000000000e+01+0.000000000000000000e+00j)	 (9.401016233465340696e-03-7.813968434044551298e-03j)	 (-9.093108431314162257e-03+1.476661376580181914e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.093108431337655617e-03+1.476661376582423003e-02j)	 (4.803260338368725568e-02-5.846292432216344120e-02j)	 (-3.862818011390548728e-02+5.222779629604924756e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.862818011660995587e-02+5.222779629700244342e-02j)	 (3.863158711116188720e-02-5.064895581641256500e-02j)
 (7.200000000000000000e+01+0.000000000000000000e+00j)	 (9.304642808993752318e-03-7.657527176894640339e-03j)	 (-8.984849393418297553e-03+1.471823022130440764e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.984849393397199846e-03+1.471823022132932174e-02j)	 (4.750439856440189651e-02-5.793126996299345632e-02j)	 (-3.819629515028753752e-02+5.187506394050728914e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-3.819629514874164911e-02+5.187506394387952219e-02j)	 (3.819975586193195133e-02-5.027374275108076329e-02j)
 (7.300000000000000000e+01+0.000000000000000000e+00j)	 (9.210865545776176361e-03-7.502143375498011336e-03j)	 (-8.878887261417629101e-03+1.467138435654472342e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.878887261391920499e-03+1.467138435654566364e-02j)	 (4.698924163210644461e-02-5.740612206371781268e-02j)	 (-3.777486229433985737e-02+5.152780229645632232e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-3.777486228946931590e-02+5.152780229781492305e-02j)	 (3.777837622774991161e-02-4.990397876553123724e-02j)
 (7.400000000000000000e+01+0.000000000000000000e+00j)	 (9.119720623593357070e-03-7.347761387605771660e-03j)	 (-8.775153710657939560e-03+1.462609133212112132e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.775153710689959086e-03+1.462609133211885230e-02j)	 (4.648700330932296204e-02-5.688735436855530542e-02j)	 (-3.736369763517680825e-02+5.118595734915808160e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.736369437532718885e-02+5.118595095073352752e-02j)	 (3.736726745265997462e-02-4.953983088276630448e-02j)
 (7.500000000000000000e+01+0.000000000000000000e+00j)	 (9.030926551114856760e-03-7.194582480298908865e-03j)	 (-8.673475231251540421e-03+1.458227339600494388e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-8.673475231274357239e-03+1.458227339598444465e-02j)	 (4.599661813824731244e-02-5.637532990323572413e-02j)	 (-3.696203256117916447e-02+5.084962663233445757e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.696203519048837927e-02+5.084961979156456258e-02j)	 (3.696551184001296148e-02-4.918088012775741896e-02j)
 (7.600000000000000000e+01+0.000000000000000000e+00j)	 (8.944524048409148789e-03-7.042547102511244848e-03j)	 (-8.573791796913646929e-03+1.453994047223939982e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.573791796889995709e-03+1.453994047221655525e-02j)	 (4.551798125697822245e-02-5.586990461537540142e-02j)	 (-3.656970369874353033e-02+5.051874260086493262e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.656970099654383022e-02+5.051873556273942661e-02j)	 (3.657340822186410517e-02-4.882756544842861701e-02j)
 (7.700000000000000000e+01+0.000000000000000000e+00j)	 (8.860587990479397782e-03-6.891470575738197803e-03j)	 (-8.476086085995706079e-03+1.449910936293586847e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.476086086002568645e-03+1.449910936296699634e-02j)	 (4.505115038960553348e-02-5.537064259520304427e-02j)	 (-3.618668311830403744e-02+5.019309832585966413e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.618668311665579340e-02+5.019309837277657893e-02j)	 (3.619056300121643172e-02-4.847917182159509203e-02j)
 (7.800000000000000000e+01+0.000000000000000000e+00j)	 (8.778667450472361217e-03-6.741344074874274124e-03j)	 (-8.380262657948134644e-03+1.445963115089599245e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.380262657948825064e-03+1.445963115086924475e-02j)	 (4.459477674282041892e-02-5.487726028295339398e-02j)	 (-3.581214412090916871e-02+4.987237553577856392e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.581214412004521397e-02+4.987237550226959054e-02j)	 (3.581610895814479889e-02-4.813591624725707674e-02j)
 (7.900000000000000000e+01+0.000000000000000000e+00j)	 (8.699158141755508611e-03-6.592257373826613566e-03j)	 (-8.286231165487120340e-03+1.442164156631445954e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.286231165512884453e-03+1.442164156633766320e-02j)	 (4.414958569177356018e-02-5.439018831845038315e-02j)	 (-3.544631758851069653e-02+4.955694086665432541e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.544631760969760292e-02+4.955694088593300822e-02j)	 (3.545042779638779562e-02-4.779793089611240886e-02j)
 (8.000000000000000000e+01+0.000000000000000000e+00j)	 (8.621618746311236064e-03-6.444203169416258710e-03j)	 (-8.193904335292446703e-03+1.438499111569911497e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.193904335271668185e-03+1.438499111572505776e-02j)	 (4.371427258796441867e-02-5.390913932423225391e-02j)	 (-3.508841060900448616e-02+4.924647038321452314e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-3.508841059166418336e-02+4.924647040261621173e-02j)	 (3.509265379634474852e-02-4.746493636274851796e-02j)
 (8.100000000000000000e+01+0.000000000000000000e+00j)	 (8.546132242530011386e-03-6.296998448714869780e-03j)	 (-8.103275634912473352e-03+1.434970128616671822e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.103275634885481055e-03+1.434970128616709119e-02j)	 (4.328894993482958892e-02-5.343368723732506292e-02j)	 (-3.473844294764145968e-02+4.894076568814631489e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-3.473844292331985245e-02+4.894076568973004804e-02j)	 (3.474281757033181872e-02-4.713668892365052016e-02j)
 (8.200000000000000000e+01+0.000000000000000000e+00j)	 (8.472752883935247975e-03-6.150592332988719796e-03j)	 (-8.014291877030446307e-03+1.431578950857601180e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-8.014291877055693472e-03+1.431578950857775867e-02j)	 (4.287358678877171286e-02-5.296372201949747088e-02j)	 (-3.439631151211353793e-02+4.863978436441210307e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.439631151272727616e-02+4.863978436370691022e-02j)	 (3.440083377760991268e-02-4.681312967527451185e-02j)
 (8.300000000000000000e+01+0.000000000000000000e+00j)	 (8.401230019398249482e-03-6.005179265688389070e-03j)	 (-7.926819292194310293e-03+1.428317334083826703e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-7.926819292205592934e-03+1.428317334081879476e-02j)	 (4.246726693512895695e-02-5.249955124706834342e-02j)	 (-3.406136539151218695e-02+4.834357630679445017e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.406136539145300512e-02+4.834357630593714289e-02j)	 (3.406603682326038440e-02-4.649437205776242588e-02j)
 (8.400000000000000000e+01+0.000000000000000000e+00j)	 (8.331620401429162132e-03-5.860704841582698062e-03j)	 (-7.840811513593011484e-03+1.425186540631705710e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.840811513572144495e-03+1.425186540630176378e-02j)	 (4.206997927958999045e-02-5.204104924312080716e-02j)	 (-3.373351948964398855e-02+4.805208734050125247e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.373351948887084312e-02+4.805208734057694886e-02j)	 (3.373835894998417767e-02-4.618034448994318142e-02j)
