f	1DC-2_dc	2DC-2_dc	3DC-2_dc
 (6.030000000000000000e+02+0.000000000000000000e+00j)	 (1.764933838336197117e-02+9.466124897562617352e-03j)	 (-7.164664571314104807e-03-1.446001926590032190e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.164664571315274878e-03-1.446001926590087180e-02j)	 (2.290043149603929878e-02+5.362533210111665970e-03j)	 (-4.318785536162389124e-03+1.968681230020288483e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.318785536162010087e-03+1.968681230020475487e-02j)	 (5.251093112663096814e-03-4.103591687459528722e-03j)
 (6.050000000000000000e+02+0.000000000000000000e+00j)	 (1.786011463161335175e-02+9.550317358696085862e-03j)	 (-7.438680861290054500e-03-1.440565386761185826e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.438680861288403043e-03-1.440565386761284532e-02j)	 (2.309571234007347026e-02+5.524142763080557191e-03j)	 (-4.294004407181462729e-03+1.967727891031880241e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.294004407180586694e-03+1.967727891032239329e-02j)	 (5.235597708454367040e-03-4.026174595628879103e-03j)
 (6.070000000000000000e+02+0.000000000000000000e+00j)	 (1.807500738493741932e-02+9.628988698284988643e-03j)	 (-7.715412157115303891e-03-1.434608640758874842e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.715412157115557161e-03-1.434608640758791229e-02j)	 (2.329528258111880634e-02+5.680122367819451235e-03j)	 (-4.269328401780281106e-03+1.966804646288019751e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.269328401780515293e-03+1.966804646288062772e-02j)	 (5.220275196198445426e-03-3.948866330471078115e-03j)
 (6.090000000000000000e+02+0.000000000000000000e+00j)	 (1.829362360578156224e-02+9.700016312421056580e-03j)	 (-7.994235843743702219e-03-1.427921595912630404e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.994235843745258266e-03-1.427921595912438370e-02j)	 (2.349882538295165399e-02+5.828388922698680800e-03j)	 (-4.244803415732843234e-03+1.965905637392301522e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.244803415735421900e-03+1.965905637392500668e-02j)	 (5.205201777158234913e-03-3.871627389710493358e-03j)
 (6.110000000000000000e+02+0.000000000000000000e+00j)	 (1.851853138772110649e-02+9.765213409516651510e-03j)	 (-8.278036333241447359e-03-1.420649401502318242e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.278036333241029290e-03-1.420649401502323099e-02j)	 (2.370875924049768366e-02+5.970806059117531560e-03j)	 (-4.220292266392805004e-03+1.965032372882925815e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.220292266396081030e-03+1.965032372883028858e-02j)	 (5.190227852786228301e-03-3.794407350413502109e-03j)
 (6.120000000000000000e+02+0.000000000000000000e+00j)	 (1.863115346794479502e-02+9.794559894949407541e-03j)	 (-8.419477271838076218e-03-1.416715057978142241e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.419477271838712862e-03-1.416715057977900073e-02j)	 (2.381402243476671635e-02+6.038701499999243015e-03j)	 (-4.208133193428572824e-03+1.964606373471433978e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.208133193427412294e-03+1.964606373471252873e-02j)	 (5.182868966804038934e-03-3.755858394950600809e-03j)
 (6.140000000000000000e+02+0.000000000000000000e+00j)	 (1.886097170549647095e-02+9.849913374088496362e-03j)	 (-8.706156125107882005e-03-1.408510384826958811e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.706156125106119525e-03-1.408510384826782043e-02j)	 (2.402914437726755628e-02+6.171107020981060100e-03j)	 (-4.183794927117802029e-03+1.963778205716142089e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-4.183794927118898374e-03+1.963778205716056047e-02j)	 (5.168172671771204159e-03-3.678806353091430836e-03j)
 (6.160000000000000000e+02+0.000000000000000000e+00j)	 (1.909522384637868386e-02+9.897381692829021818e-03j)	 (-8.995820727738452691e-03-1.399532022094928350e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-8.995820727738974842e-03-1.399532022094812124e-02j)	 (2.424888386353180741e-02+6.295593615153498822e-03j)	 (-4.159541908132351543e-03+1.962974063163510155e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-4.159541908134940617e-03+1.962974063163470256e-02j)	 (5.153660017166030761e-03-3.601788077667250100e-03j)
 (6.180000000000000000e+02+0.000000000000000000e+00j)	 (1.933283730269468731e-02+9.935837734320395603e-03j)	 (-9.287315031775227395e-03-1.389676197705480218e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.287315031779680430e-03-1.389676197705859255e-02j)	 (2.447221431138664124e-02+6.411026858097560246e-03j)	 (-4.135409426889303033e-03+1.962192673219035136e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.135409426883171653e-03+1.962192673219640554e-02j)	 (5.139377008687884274e-03-3.524810876225528515e-03j)
 (6.190000000000000000e+02+0.000000000000000000e+00j)	 (1.945334172232974362e-02+9.952880958870553157e-03j)	 (-9.434353688557755441e-03-1.384534581568419402e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.434353688558791071e-03-1.384534581568854818e-02j)	 (2.458560957378233200e-02+6.466525908459061327e-03j)	 (-4.123354570736929153e-03+1.961814345930074782e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.123354570735355759e-03+1.961814345930776304e-02j)	 (5.132267851451830301e-03-3.486355050417364737e-03j)
 (6.210000000000000000e+02+0.000000000000000000e+00j)	 (1.969603455986538784e-02+9.981416859152466084e-03j)	 (-9.729159515334579941e-03-1.373721379769749819e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.729159515331896324e-03-1.373721379769719461e-02j)	 (2.481422083776623974e-02+6.571891357949860568e-03j)	 (-4.099333693284055308e-03+1.961080092751218626e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.099333693292911938e-03+1.961080092751300505e-02j)	 (5.118186277909049335e-03-3.409525501206080167e-03j)
 (6.230000000000000000e+02+0.000000000000000000e+00j)	 (1.994064664219002275e-02+1.000043399141444661e-02j)	 (-1.002441335502579807e-02-1.361986161309071408e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.002441335502991804e-02-1.361986161308756209e-02j)	 (2.504498808228142540e-02+6.667676420407700824e-03j)	 (-4.075446178287201772e-03+1.960369302112525622e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.075446178282207503e-03+1.960369302112041981e-02j)	 (5.104341440088333917e-03-3.332757571000307360e-03j)
 (6.250000000000000000e+02+0.000000000000000000e+00j)	 (2.019034328587168692e-02+1.001116514066347288e-02j)	 (-1.032353776715082445e-02-1.349417054375203796e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.032353776714804022e-02-1.349417054375200327e-02j)	 (2.528094582184815461e-02+6.755171421179172186e-03j)	 (-4.051564862044863130e-03+1.959684705049037981e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.051564862049647497e-03+1.959684705049442865e-02j)	 (5.090602535978264002e-03-3.255993719493874197e-03j)
 (6.260000000000000000e+02+0.000000000000000000e+00j)	 (2.031446504452134177e-02+1.001287231721299624e-02j)	 (-1.047181617651509258e-02-1.342790796915489630e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.047181617651751252e-02-1.342790796915293954e-02j)	 (2.539831512020456969e-02+6.795203345278492957e-03j)	 (-4.039712882817834451e-03+1.959352243796035412e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.039712882811281533e-03+1.959352243796217904e-02j)	 (5.083850075672916718e-03-3.217668971933821537e-03j)
 (6.280000000000000000e+02+0.000000000000000000e+00j)	 (2.056656580299347226e-02+1.001119441489229517e-02j)	 (-1.077150608875574248e-02-1.329023190266868416e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.077150608875527237e-02-1.329023190266347132e-02j)	 (2.563694003541435590e-02+6.870147618697303518e-03j)	 (-4.015989646423508662e-03+1.958711493627149358e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-4.015989646420841525e-03+1.958711493627045275e-02j)	 (5.070374232420436951e-03-3.141046796187042280e-03j)
 (6.300000000000000000e+02+0.000000000000000000e+00j)	 (2.082106626344687114e-02+9.999522509019401553e-03j)	 (-1.107226799119627632e-02-1.314267260172340135e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.107226799119296473e-02-1.314267260172360431e-02j)	 (2.587814475955105623e-02+6.935074034319822431e-03j)	 (-3.992337759231946726e-03+1.958094608790348842e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-3.992337759234675446e-03+1.958094608789942917e-02j)	 (5.057078496110836013e-03-3.064448474690441467e-03j)
 (6.320000000000000000e+02+0.000000000000000000e+00j)	 (2.107641855124285646e-02+9.976976266482674716e-03j)	 (-1.137247891543933902e-02-1.298444166473776938e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.137247891544153518e-02-1.298444166474336733e-02j)	 (2.612042339699779947e-02+6.989090846284600443e-03j)	 (-3.968788220401873838e-03+1.957499898404896702e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.968788220397754737e-03+1.957499898405101746e-02j)	 (5.044004845750540283e-03-2.987885420198298052e-03j)
 (6.330000000000000000e+02+0.000000000000000000e+00j)	 (2.120520600212895054e-02+9.962732951575627507e-03j)	 (-1.152332009359535551e-02-1.290237474793119905e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.152332009359318885e-02-1.290237474793302398e-02j)	 (2.624270687453120893e-02+7.013106789284590664e-03j)	 (-3.957024013178989975e-03+1.957215003947374021e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.957024013179615343e-03+1.957215003947768844e-02j)	 (5.037500872397826165e-03-2.949626162300130264e-03j)
 (6.350000000000000000e+02+0.000000000000000000e+00j)	 (2.146284982250282539e-02+9.927626238060604374e-03j)	 (-1.182420859686415457e-02-1.273182330402004327e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.182420859686224811e-02-1.273182330401931815e-02j)	 (2.648746962062994981e-02+7.054449150054173910e-03j)	 (-3.933579291424385040e-03+1.956666951556120318e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.933579291425791033e-03+1.956666951556400996e-02j)	 (5.024619798135832732e-03-2.873177088007649975e-03j)
 (6.370000000000000000e+02+0.000000000000000000e+00j)	 (2.171950284196715042e-02+9.881618821855816040e-03j)	 (-1.212276048690314953e-02-1.255063654161361897e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.212276048690658602e-02-1.255063654160874613e-02j)	 (2.673146746257754058e-02+7.084833224806063971e-03j)	 (-3.910251253011444265e-03+1.956141283832198152e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.910251253007710273e-03+1.956141283831834554e-02j)	 (5.011964620606208613e-03-2.796785597047374630e-03j)
 (6.390000000000000000e+02+0.000000000000000000e+00j)	 (2.197876517818556780e-02+9.824940436667163254e-03j)	 (-1.242276970000500552e-02-1.235867355686514485e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.242276970000360560e-02-1.235867355686830031e-02j)	 (2.697819021999893485e-02+7.104561449739482323e-03j)	 (-3.886918108673856863e-03+1.955642665645629039e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.886918108676190500e-03+1.955642665645629039e-02j)	 (4.999425041820193191e-03-2.720378986933002629e-03j)
 (6.410000000000000000e+02+0.000000000000000000e+00j)	 (2.223523731007136586e-02+9.758325997390118398e-03j)	 (-1.271875673937933326e-02-1.215714773995740274e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.271875673938439519e-02-1.215714773995206152e-02j)	 (2.722234280024703537e-02+7.114251227185536264e-03j)	 (-3.863734475291337282e-03+1.955169497271450410e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.863734475290920515e-03+1.955169497271318918e-02j)	 (4.987105490168074022e-03-2.644074770212250913e-03j)
 (6.420000000000000000e+02+0.000000000000000000e+00j)	 (2.236413438977567433e-02+9.722005986482696455e-03j)	 (-1.286708858353189516e-02-1.205336873335281257e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.286708858353581390e-02-1.205336873334886955e-02j)	 (2.734510178561499333e-02+7.116062384660852037e-03j)	 (-3.852150144460538949e-03+1.954946334068725228e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-3.852150144462018668e-03+1.954946334067994215e-02j)	 (4.980967395844381786e-03-2.605943601817768251e-03j)
 (6.440000000000000000e+02+0.000000000000000000e+00j)	 (2.262093816928502366e-02+9.639600757781550955e-03j)	 (-1.316171964225750640e-02-1.183607964367706239e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.316171964225625046e-02-1.183607964367481419e-02j)	 (2.758979167832228616e-02+7.109932214364539371e-03j)	 (-3.829020591091667619e-03+1.954514220954012282e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-3.829020591095292324e-03+1.954514220953739237e-02j)	 (4.968853509044033126e-03-2.529668543412996132e-03j)
 (6.460000000000000000e+02+0.000000000000000000e+00j)	 (2.287494741405242740e-02+9.545369514811965356e-03j)	 (-1.345225170295118178e-02-1.160712768601692042e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.345225170295505542e-02-1.160712768601885464e-02j)	 (2.783190195141669113e-02+7.091947479864998787e-03j)	 (-3.805977625008446358e-03+1.954103770667884460e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.805977625006425405e-03+1.954103770667943440e-02j)	 (4.956954537360566161e-03-2.453422034951257841e-03j)
 (6.480000000000000000e+02+0.000000000000000000e+00j)	 (2.312794212514162479e-02+9.441417099752430833e-03j)	 (-1.374076803738898470e-02-1.136851621363760279e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.374076803739110973e-02-1.136851621364451566e-02j)	 (2.807311596626940048e-02+7.064193677674456343e-03j)	 (-3.782985161555839013e-03+1.953723978194702934e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.782985161558261988e-03+1.953723978194556177e-02j)	 (4.945173841131345754e-03-2.377223422081770066e-03j)
 (6.490000000000000000e+02+0.000000000000000000e+00j)	 (2.325382063364371532e-02+9.386161096461965656e-03j)	 (-1.388405927206550448e-02-1.124598407471321185e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.388405927206310189e-02-1.124598407471274521e-02j)	 (2.819314685437852852e-02+7.047006905700804041e-03j)	 (-3.771517908780769660e-03+1.953546340774740125e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.771517908783910376e-03+1.953546340775029130e-02j)	 (4.939326220742036588e-03-2.339154190763526910e-03j)
 (6.510000000000000000e+02+0.000000000000000000e+00j)	 (2.350091077379326890e-02+9.266489751135276523e-03j)	 (-1.416491271269313366e-02-1.099195246410013260e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.416491271269408950e-02-1.099195246409712980e-02j)	 (2.842874348094935957e-02+7.003449298030960286e-03j)	 (-3.748671224493995303e-03+1.953204014260963295e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.748671224490099547e-03+1.953204014260963642e-02j)	 (4.927832707149759801e-03-2.263040453098174882e-03j)
 (6.530000000000000000e+02+0.000000000000000000e+00j)	 (2.374667974761144468e-02+9.134847560009737993e-03j)	 (-1.444336008374929106e-02-1.072580189668980583e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.444336008374585457e-02-1.072580189669497183e-02j)	 (2.866313533917160331e-02+6.947947581473566669e-03j)	 (-3.725814017817626750e-03+1.952888757488218177e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.725814017823294959e-03+1.952888757488239688e-02j)	 (4.916455591563247303e-03-2.186899978537987579e-03j)
 (6.550000000000000000e+02+0.000000000000000000e+00j)	 (2.398610210984164146e-02+8.993637157915205724e-03j)	 (-1.471430564208231137e-02-1.045039355845768340e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.471430564208568020e-02-1.045039355845575786e-02j)	 (2.889139190293448997e-02+6.882790457444181234e-03j)	 (-3.703090192629784113e-03+1.952598375157968760e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.703090192626172852e-03+1.952598375158284827e-02j)	 (4.905289793085348439e-03-2.110846700472289103e-03j)
 (6.560000000000000000e+02+0.000000000000000000e+00j)	 (2.410525316402023152e-02+8.919630203629768869e-03j)	 (-1.484891492771200742e-02-1.030926490826676763e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.484891492771390521e-02-1.030926490826131539e-02j)	 (2.900498252458272655e-02+6.846795617701121293e-03j)	 (-3.691734756228407487e-03+1.952466364616309638e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.691734756228502029e-03+1.952466364615986286e-02j)	 (4.899729360564167302e-03-2.072834585925556732e-03j)
 (6.580000000000000000e+02+0.000000000000000000e+00j)	 (2.433904789374949709e-02+8.761995836685812500e-03j)	 (-1.511263883001118247e-02-1.001738673735788794e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.511263883000640157e-02-1.001738673735856969e-02j)	 (2.922781496312163232e-02+6.765204646448386497e-03j)	 (-3.669053281903624820e-03+1.952216782810422754e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-3.669053281903274406e-03+1.952216782809990114e-02j)	 (4.888767069375793764e-03-1.996791190227391929e-03j)
 (6.600000000000000000e+02+0.000000000000000000e+00j)	 (2.456565959352765768e-02+8.593167927044750506e-03j)	 (-1.536793494624822884e-02-9.714422938132048074e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.536793494625212503e-02-9.714422938132133076e-03j)	 (2.944367534564892863e-02+6.672405355582570509e-03j)	 (-3.646445421426810878e-03+1.951988598742445888e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.646445421423060839e-03+1.951988598743034653e-02j)	 (4.878015752116979242e-03-1.920762571467825221e-03j)
 (6.620000000000000000e+02+0.000000000000000000e+00j)	 (2.478755755733424646e-02+8.414731767235497303e-03j)	 (-1.561758265575797014e-02-9.401855612412518895e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.561758265575633603e-02-9.401855612415417618e-03j)	 (2.965493427291133674e-02+6.569963283686085752e-03j)	 (-3.623877887216046464e-03+1.951790886856531737e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.623877887215431939e-03+1.951790886856967153e-02j)	 (4.867376715574483863e-03-1.844768483554710481e-03j)
 (6.640000000000000000e+02+0.000000000000000000e+00j)	 (2.500304357487930645e-02+8.227112250999927406e-03j)	 (-1.585981253412417982e-02-9.080196312989081281e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.585981253412143896e-02-9.080196312985896329e-03j)	 (2.985992944722332468e-02+6.458291727493159148e-03j)	 (-3.601377922036038889e-03+1.951621348026360767e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.601377922043200262e-03+1.951621348026666078e-02j)	 (4.856885872349021166e-03-1.768820523512999602e-03j)
 (6.650000000000000000e+02+0.000000000000000000e+00j)	 (2.510650262031102753e-02+8.130180132068709140e-03j)	 (-1.597614501438708243e-02-8.916380852885881503e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.597614501439071147e-02-8.916380852880117017e-03j)	 (2.995824866855345894e-02+6.399307744793748289e-03j)	 (-3.590185312373428850e-03+1.951543604265748230e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.590185312375471487e-03+1.951543604265443960e-02j)	 (4.851746048238685279e-03-1.730872387277024088e-03j)
 (6.670000000000000000e+02+0.000000000000000000e+00j)	 (2.531060451663929081e-02+7.926279793812392171e-03j)	 (-1.620528548676102715e-02-8.578357997475870994e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.620528548675971917e-02-8.578357997477232752e-03j)	 (3.015210555624365379e-02+6.271378653373233317e-03j)	 (-3.567725545236424475e-03+1.951409857945809317e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.567725545237920241e-03+1.951409857945868298e-02j)	 (4.841501039610137010e-03-1.654901140445667537e-03j)
 (6.690000000000000000e+02+0.000000000000000000e+00j)	 (2.550455023165486626e-02+7.715194717267503943e-03j)	 (-1.642315130497774486e-02-8.233432717253040545e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.642315130497979531e-02-8.233432717254757921e-03j)	 (3.033602107773295670e-02+6.136186102180711879e-03j)	 (-3.545392935987314639e-03+1.951300690094894333e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.545392935977937157e-03+1.951300690095209359e-02j)	 (4.831470846071586091e-03-1.579008615081617601e-03j)
 (6.710000000000000000e+02+0.000000000000000000e+00j)	 (2.569171064036181173e-02+7.495051120035654130e-03j)	 (-1.663332150050252436e-02-7.879357317181140755e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.663332150050289907e-02-7.879357317180228290e-03j)	 (3.051325274955632091e-02+5.991926300407871171e-03j)	 (-3.523075849278908996e-03+1.951221647957375113e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.523075849279077264e-03+1.951221647957007352e-02j)	 (4.821542109195464144e-03-1.503124819619372585e-03j)
 (6.720000000000000000e+02+0.000000000000000000e+00j)	 (2.578182745023475247e-02+7.381129512357624371e-03j)	 (-1.673451718239336514e-02-7.698421631209737687e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.673451718239253941e-02-7.698421631209294465e-03j)	 (3.059846485055745316e-02+5.915960501857067677e-03j)	 (-3.511920272066165142e-03+1.951190882142950223e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-3.511920272068296683e-03+1.951190882142384703e-02j)	 (4.816637400329107019e-03-1.465169010494739516e-03j)
 (6.740000000000000000e+02+0.000000000000000000e+00j)	 (2.595245031916916176e-02+7.147440343744413706e-03j)	 (-1.692631937845092555e-02-7.330815844545295751e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.692631937845070003e-02-7.330815844550004658e-03j)	 (3.075946490091637300e-02+5.758173130771103258e-03j)	 (-3.489673277919675114e-03+1.951143258957635865e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.489673277919247939e-03+1.951143258958097648e-02j)	 (4.807014581738149918e-03-1.389267212973739575e-03j)
 (6.760000000000000000e+02+0.000000000000000000e+00j)	 (2.611475205316992135e-02+6.906026037948922655e-03j)	 (-1.710891542305111729e-02-6.955423748372018510e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.710891542305483307e-02-6.955423748372086164e-03j)	 (3.091225009483523564e-02+5.592641516547669847e-03j)	 (-3.467458211617579014e-03+1.951126509077336091e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.467458211622371621e-03+1.951126509077323948e-02j)	 (4.797498041669484570e-03-1.313384521413959657e-03j)
 (6.780000000000000000e+02+0.000000000000000000e+00j)	 (2.626732380671109590e-02+6.658047427866724093e-03j)	 (-1.728082534352133950e-02-6.573504026664894230e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.728082534351711025e-02-6.573504026664581112e-03j)	 (3.105544661689233626e-02+5.420512377507996811e-03j)	 (-3.445304688322529344e-03+1.951137924010280453e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.445304688327746959e-03+1.951137924010025795e-02j)	 (4.788122810186563362e-03-1.237535050360239093e-03j)
 (6.800000000000000000e+02+0.000000000000000000e+00j)	 (2.640709476675237588e-02+6.404639048669517366e-03j)	 (-1.743873864451509631e-02-6.186292153945699424e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.743873864451630715e-02-6.186292153942485848e-03j)	 (3.118606231068134227e-02+5.242928154170981535e-03j)	 (-3.423231119076373865e-03+1.951169985348921027e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.423231119073639507e-03+1.951169985348490121e-02j)	 (4.778967543924150796e-03-1.161710894495069420e-03j)
 (6.810000000000000000e+02+0.000000000000000000e+00j)	 (2.647327615284261401e-02+6.273346580051381016e-03j)	 (-1.751360911579245838e-02-5.987863128932893395e-03j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-1.751360911578916241e-02-5.987863128934693170e-03j)	 (3.124769114481391538e-02+5.149603949122946896e-03j)	 (-3.412145412786504739e-03+1.951196965487344420e-02j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.412145412789693161e-03+1.951196965487348584e-02j)	 (4.774414991974467240e-03-1.123742630933087733e-03j)
 (6.830000000000000000e+02+0.000000000000000000e+00j)	 (2.659588937006667625e-02+6.011103618813982107e-03j)	 (-1.765280036636177399e-02-5.591778908075759925e-03j)	 (-0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.765280036636469527e-02-5.591778908075410379e-03j)	 (3.136138699148900005e-02+4.963179086077160011e-03j)	 (-3.390132943119299365e-03+1.951267504824390209e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.390132943117526478e-03+1.951267504824464802e-02j)	 (4.765497621415362359e-03-1.047924532737932969e-03j)
 (6.850000000000000000e+02+0.000000000000000000e+00j)	 (2.670853932132328037e-02+5.742549246380250841e-03j)	 (-1.778115020648139699e-02-5.189206801169790259e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.778115020648105699e-02-5.189206801166477805e-03j)	 (3.146521558758921117e-02+4.770455465683462112e-03j)	 (-3.368126809952030291e-03+1.951368961838294974e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.368126809951628702e-03+1.951368961837790517e-02j)	 (4.756676266265334047e-03-9.720937806902811302e-04j)
 (6.870000000000000000e+02+0.000000000000000000e+00j)	 (2.680815399829919107e-02+5.468830311333570948e-03j)	 (-1.789533439795982020e-02-4.781376099922886314e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.789533439796162431e-02-4.781376099920749134e-03j)	 (3.155618380763636904e-02+4.572593902293781154e-03j)	 (-3.346139286072390747e-03+1.951493683697352183e-02j)	 (0.000000000000000000e+00-0.000000000000000000e+00j)	 (-3.346139286076957407e-03+1.951493683697013912e-02j)	 (4.748029809346578436e-03-8.962364090347036934e-04j)
 (6.890000000000000000e+02+0.000000000000000000e+00j)	 (2.689355233018694141e-02+5.192099208008984536e-03j)	 (-1.799409296734836086e-02-4.370558651305863490e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.799409296735265604e-02-4.370558651307690154e-03j)	 (3.163314833626958839e-02+4.371726420551895649e-03j)	 (-3.324199995474931557e-03+1.951638887280812695e-02j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.324199995470267319e-03+1.951638887281011495e-02j)	 (4.739596006083483977e-03-8.203727874601420000e-04j)
