f	pp	pn	np	nn
 (-3.100000000000000000e+01+0.000000000000000000e+00j)	 (4.481674423075324176e-04-1.048316692533124905e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.197557659467347619e-03+5.937071907991193012e-04j)
 (-3.050000000000000000e+01+0.000000000000000000e+00j)	 (4.425083900817835918e-04-1.048158265637322891e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.171511485956178156e-03+6.297985193405334584e-04j)
 (-2.950000000000000000e+01+0.000000000000000000e+00j)	 (4.311899830778372967e-04-1.048002464152144805e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.117600784350013168e-03+6.960556339125774893e-04j)
 (-2.850000000000000000e+01+0.000000000000000000e+00j)	 (4.198258938443940897e-04-1.047975222416356418e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.062618970255664423e-03+7.547997618018579321e-04j)
 (-2.700000000000000000e+01+0.000000000000000000e+00j)	 (4.026753190325884496e-04-1.047804229473284394e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.789605617888884857e-04+8.301157279858694792e-04j)
 (-2.650000000000000000e+01+0.000000000000000000e+00j)	 (3.969096237448181967e-04-1.047790651378256721e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.512557505147545365e-04+8.520019112302889414e-04j)
 (-2.600000000000000000e+01+0.000000000000000000e+00j)	 (3.912051162303883164e-04-1.047878228292247003e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.235289295620927302e-04+8.724908058945603576e-04j)
 (-2.450000000000000000e+01+0.000000000000000000e+00j)	 (3.737097399715125137e-04-1.048061857261026360e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-8.417883243861631112e-04+9.264118271998531343e-04j)
 (-2.350000000000000000e+01+0.000000000000000000e+00j)	 (3.620336260641140655e-04-1.048175934918005141e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.884912497915341333e-04+9.563388400385748785e-04j)
 (-2.250000000000000000e+01+0.000000000000000000e+00j)	 (3.501767771305590716e-04-1.048364333173466877e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.366754193696546747e-04+9.821545305364594389e-04j)
 (-2.200000000000000000e+01+0.000000000000000000e+00j)	 (3.442529875923605620e-04-1.048587107609110121e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-7.112762473343785079e-04+9.935721192676659139e-04j)
 (-2.100000000000000000e+01+0.000000000000000000e+00j)	 (3.322931610167039287e-04-1.048890206335786803e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.618161316891083695e-04+1.014095255858285961e-03j)
 (-2.000000000000000000e+01+0.000000000000000000e+00j)	 (3.201615504616954445e-04-1.049361541378143227e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.138838641296091945e-04+1.031147723889598924e-03j)
 (-1.900000000000000000e+01+0.000000000000000000e+00j)	 (3.079086355191024789e-04-1.049953269545838511e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.676418588557195300e-04+1.045778931274357788e-03j)
 (-1.800000000000000000e+01+0.000000000000000000e+00j)	 (2.954414631700882400e-04-1.050657140247214429e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.232911395258756093e-04+1.057637831498194677e-03j)
 (-1.750000000000000000e+01+0.000000000000000000e+00j)	 (2.891989471907974261e-04-1.051001414370224957e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-5.017412060590348451e-04+1.062866454929646889e-03j)
 (-1.650000000000000000e+01+0.000000000000000000e+00j)	 (2.764380823550867785e-04-1.051837040063491498e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.600448456641111680e-04+1.071744629066468963e-03j)
 (-1.550000000000000000e+01+0.000000000000000000e+00j)	 (2.635931752370943753e-04-1.052620583040805077e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-4.199612314559437662e-04+1.078765557644777769e-03j)
 (-1.450000000000000000e+01+0.000000000000000000e+00j)	 (2.504599837660468915e-04-1.053801776402336996e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.816592260208809522e-04+1.084272363520712937e-03j)
 (-1.350000000000000000e+01+0.000000000000000000e+00j)	 (2.371680535037371971e-04-1.054808860104484991e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.449930917420306747e-04+1.088450386009235347e-03j)
 (-1.300000000000000000e+01+0.000000000000000000e+00j)	 (2.304169639381480224e-04-1.055413492342658017e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.273886166381527203e-04+1.090216356826491937e-03j)
 (-1.250000000000000000e+01+0.000000000000000000e+00j)	 (2.236461126722992586e-04-1.056111173770257500e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.098989491862689919e-04+1.091451558356602066e-03j)
 (-1.150000000000000000e+01+0.000000000000000000e+00j)	 (2.095990494572341355e-04-1.057440792327554464e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.764054492995017044e-04+1.093522031474278462e-03j)
 (-1.050000000000000000e+01+0.000000000000000000e+00j)	 (1.954409342686068266e-04-1.058977204116007525e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.443794149861801572e-04+1.094570824908130523e-03j)
 (-8.500000000000000000e+00+0.000000000000000000e+00j)	 (1.658717998553445533e-04-1.062217879277431963e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.845365979329075153e-04+1.094785116213691477e-03j)
 (-8.000000000000000000e+00+0.000000000000000000e+00j)	 (1.582091232574492530e-04-1.063091036186392373e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.705375040664300996e-04+1.094609054658466848e-03j)
 (-6.500000000000000000e+00+0.000000000000000000e+00j)	 (1.347412145360069231e-04-1.065992738837065077e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.299930259528578780e-04+1.092991832849530198e-03j)
 (-5.500000000000000000e+00+0.000000000000000000e+00j)	 (1.183911531446403325e-04-1.068015288879535594e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.043099564180947534e-04+1.091586698545583215e-03j)
 (-5.000000000000000000e+00+0.000000000000000000e+00j)	 (1.100264643326864431e-04-1.069000674230484883e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.189566613978218342e-05+1.090642546558111877e-03j)
 (-4.000000000000000000e+00+0.000000000000000000e+00j)	 (9.294860335989563378e-05-1.071202335786836102e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.786814748499582256e-05+1.088798500207347961e-03j)
 (-2.500000000000000000e+00+0.000000000000000000e+00j)	 (6.639155925743334087e-05-1.074439217801955674e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-3.387803577693496604e-05+1.085813491345062869e-03j)
 (-2.000000000000000000e+00+0.000000000000000000e+00j)	 (5.712377881544673287e-05-1.075558204365995377e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.298443647270595184e-05+1.084777168444582378e-03j)
 (-5.000000000000000000e-01+0.000000000000000000e+00j)	 (2.860705382398336203e-05-1.079039003243694112e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (8.543491473139010293e-06+1.081402237242906064e-03j)
 (5.000000000000000000e-01+0.000000000000000000e+00j)	 (8.543491473139010293e-06-1.081402237242906064e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.860705382398336203e-05+1.079039003243694112e-03j)
 (2.000000000000000000e+00+0.000000000000000000e+00j)	 (-2.298443647270595184e-05-1.084777168444582378e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.712377881544673287e-05+1.075558204365995377e-03j)
 (2.500000000000000000e+00+0.000000000000000000e+00j)	 (-3.387803577693496604e-05-1.085813491345062869e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.639155925743334087e-05+1.074439217801955674e-03j)
 (4.000000000000000000e+00+0.000000000000000000e+00j)	 (-6.786814748499582256e-05-1.088798500207347961e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (9.294860335989563378e-05+1.071202335786836102e-03j)
 (5.000000000000000000e+00+0.000000000000000000e+00j)	 (-9.189566613978218342e-05-1.090642546558111877e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.100264643326864431e-04+1.069000674230484883e-03j)
 (5.500000000000000000e+00+0.000000000000000000e+00j)	 (-1.043099564180947534e-04-1.091586698545583215e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.183911531446403325e-04+1.068015288879535594e-03j)
 (6.500000000000000000e+00+0.000000000000000000e+00j)	 (-1.299930259528578780e-04-1.092991832849530198e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.347412145360069231e-04+1.065992738837065077e-03j)
 (8.000000000000000000e+00+0.000000000000000000e+00j)	 (-1.705375040664300996e-04-1.094609054658466848e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.582091232574492530e-04+1.063091036186392373e-03j)
 (8.500000000000000000e+00+0.000000000000000000e+00j)	 (-1.845365979329075153e-04-1.094785116213691477e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.658717998553445533e-04+1.062217879277431963e-03j)
 (1.050000000000000000e+01+0.000000000000000000e+00j)	 (-2.443794149861801572e-04-1.094570824908130523e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (1.954409342686068266e-04+1.058977204116007525e-03j)
 (1.150000000000000000e+01+0.000000000000000000e+00j)	 (-2.764054492995017044e-04-1.093522031474278462e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.095990494572341355e-04+1.057440792327554464e-03j)
 (1.250000000000000000e+01+0.000000000000000000e+00j)	 (-3.098989491862689919e-04-1.091451558356602066e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.236461126722992586e-04+1.056111173770257500e-03j)
 (1.300000000000000000e+01+0.000000000000000000e+00j)	 (-3.273886166381527203e-04-1.090216356826491937e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.304169639381480224e-04+1.055413492342658017e-03j)
 (1.350000000000000000e+01+0.000000000000000000e+00j)	 (-3.449930917420306747e-04-1.088450386009235347e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.371680535037371971e-04+1.054808860104484991e-03j)
 (1.450000000000000000e+01+0.000000000000000000e+00j)	 (-3.816592260208809522e-04-1.084272363520712937e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.504599837660468915e-04+1.053801776402336996e-03j)
 (1.550000000000000000e+01+0.000000000000000000e+00j)	 (-4.199612314559437662e-04-1.078765557644777769e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.635931752370943753e-04+1.052620583040805077e-03j)
 (1.650000000000000000e+01+0.000000000000000000e+00j)	 (-4.600448456641111680e-04-1.071744629066468963e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.764380823550867785e-04+1.051837040063491498e-03j)
 (1.750000000000000000e+01+0.000000000000000000e+00j)	 (-5.017412060590348451e-04-1.062866454929646889e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.891989471907974261e-04+1.051001414370224957e-03j)
 (1.800000000000000000e+01+0.000000000000000000e+00j)	 (-5.232911395258756093e-04-1.057637831498194677e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (2.954414631700882400e-04+1.050657140247214429e-03j)
 (1.900000000000000000e+01+0.000000000000000000e+00j)	 (-5.676418588557195300e-04-1.045778931274357788e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.079086355191024789e-04+1.049953269545838511e-03j)
 (2.000000000000000000e+01+0.000000000000000000e+00j)	 (-6.138838641296091945e-04-1.031147723889598924e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.201615504616954445e-04+1.049361541378143227e-03j)
 (2.100000000000000000e+01+0.000000000000000000e+00j)	 (-6.618161316891083695e-04-1.014095255858285961e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.322931610167039287e-04+1.048890206335786803e-03j)
 (2.200000000000000000e+01+0.000000000000000000e+00j)	 (-7.112762473343785079e-04-9.935721192676659139e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.442529875923605620e-04+1.048587107609110121e-03j)
 (2.250000000000000000e+01+0.000000000000000000e+00j)	 (-7.366754193696546747e-04-9.821545305364594389e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.501767771305590716e-04+1.048364333173466877e-03j)
 (2.350000000000000000e+01+0.000000000000000000e+00j)	 (-7.884912497915341333e-04-9.563388400385748785e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.620336260641140655e-04+1.048175934918005141e-03j)
 (2.450000000000000000e+01+0.000000000000000000e+00j)	 (-8.417883243861631112e-04-9.264118271998531343e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.737097399715125137e-04+1.048061857261026360e-03j)
 (2.600000000000000000e+01+0.000000000000000000e+00j)	 (-9.235289295620927302e-04-8.724908058945603576e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.912051162303883164e-04+1.047878228292247003e-03j)
 (2.650000000000000000e+01+0.000000000000000000e+00j)	 (-9.512557505147545365e-04-8.520019112302889414e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (3.969096237448181967e-04+1.047790651378256721e-03j)
 (2.700000000000000000e+01+0.000000000000000000e+00j)	 (-9.789605617888884857e-04-8.301157279858694792e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.026753190325884496e-04+1.047804229473284394e-03j)
 (2.850000000000000000e+01+0.000000000000000000e+00j)	 (-1.062618970255664423e-03-7.547997618018579321e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.198258938443940897e-04+1.047975222416356418e-03j)
 (2.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.117600784350013168e-03-6.960556339125774893e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.311899830778372967e-04+1.048002464152144805e-03j)
 (3.050000000000000000e+01+0.000000000000000000e+00j)	 (-1.171511485956178156e-03-6.297985193405334584e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.425083900817835918e-04+1.048158265637322891e-03j)
 (3.100000000000000000e+01+0.000000000000000000e+00j)	 (-1.197557659467347619e-03-5.937071907991193012e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.481674423075324176e-04+1.048316692533124905e-03j)
 (3.250000000000000000e+01+0.000000000000000000e+00j)	 (-1.271540235464360073e-03-4.716635600739704781e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.651353297337155763e-04+1.048738353127450906e-03j)
 (3.350000000000000000e+01+0.000000000000000000e+00j)	 (-1.315093820856304187e-03-3.782618681169344198e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.764210715765733201e-04+1.048929383890810944e-03j)
 (3.450000000000000000e+01+0.000000000000000000e+00j)	 (-1.352565680627048229e-03-2.744304762415316571e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.876128876914846157e-04+1.049228065952855947e-03j)
 (3.500000000000000000e+01+0.000000000000000000e+00j)	 (-1.368067274605775339e-03-2.184806833628240730e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (4.932172242570181248e-04+1.049393460973195406e-03j)
 (3.650000000000000000e+01+0.000000000000000000e+00j)	 (-1.399043032117207970e-03-3.256794859826141197e-05j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.100853224651279161e-04+1.049871995117750969e-03j)
 (3.800000000000000000e+01+0.000000000000000000e+00j)	 (-1.396595590707720410e-03+1.806306713782164595e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.269217346977807682e-04+1.050305893097848789e-03j)
 (3.850000000000000000e+01+0.000000000000000000e+00j)	 (-1.386059127593800792e-03+2.576770411794088883e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.325642117773110931e-04+1.050504408103374292e-03j)
 (3.950000000000000000e+01+0.000000000000000000e+00j)	 (-1.345250841464059330e-03+4.202600019744648537e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.437589344017563619e-04+1.050847184598296437e-03j)
 (4.100000000000000000e+01+0.000000000000000000e+00j)	 (-1.221882586686619298e-03+6.805587810998403511e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.607448477681247542e-04+1.051339145702384712e-03j)
 (4.200000000000000000e+01+0.000000000000000000e+00j)	 (-1.083645389055329887e-03+8.576010805910326985e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.720040184581873244e-04+1.051620801795915107e-03j)
 (4.250000000000000000e+01+0.000000000000000000e+00j)	 (-9.935353146277193116e-04+9.434986767093461908e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.776760365245664150e-04+1.051754300731678939e-03j)
 (4.400000000000000000e+01+0.000000000000000000e+00j)	 (-6.173360764321253989e-04+1.165314297333258252e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (5.946627849258965572e-04+1.052099812493552606e-03j)
 (4.550000000000000000e+01+0.000000000000000000e+00j)	 (-6.075516508021730142e-05+1.256860328988335107e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.117092750874924927e-04+1.052398929421127696e-03j)
 (4.600000000000000000e+01+0.000000000000000000e+00j)	 (2.028124158478569316e-04+1.232576498980815852e-03j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.173837705310211438e-04+1.052535290866744161e-03j)
 (4.700000000000000000e+01+0.000000000000000000e+00j)	 (7.446404707494738793e-04+9.885140175613137473e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.287822781978512961e-04+1.052639097903882229e-03j)
 (4.850000000000000000e+01+0.000000000000000000e+00j)	 (1.656762784563972808e-03-1.377643020077235349e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.459880636299113535e-04+1.052852878548807660e-03j)
