f	pp	pn	np	nn
 (4.035000000000000000e+02+0.000000000000000000e+00j)	 (8.132018444162397806e-04-8.744380869879042444e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.407949629255790314e-04-8.558900239896941216e-04j)
 (4.065000000000000000e+02+0.000000000000000000e+00j)	 (8.008223141679211409e-04-8.731563278490605488e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.308055448875267618e-04-8.542663767814192254e-04j)
 (4.090000000000000000e+02+0.000000000000000000e+00j)	 (7.907038144278114543e-04-8.719840236355242205e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.226157381080501770e-04-8.528484328641258543e-04j)
 (4.110000000000000000e+02+0.000000000000000000e+00j)	 (7.827366668759576894e-04-8.709818549058694591e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.161506628128608363e-04-8.516733763324806430e-04j)
 (4.120000000000000000e+02+0.000000000000000000e+00j)	 (7.787950948609991420e-04-8.704603136809804798e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.129467487217802137e-04-8.510726867930926923e-04j)
 (4.145000000000000000e+02+0.000000000000000000e+00j)	 (7.690605014573530848e-04-8.690982963515899752e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (7.050198238173590367e-04-8.495346875651990995e-04j)
 (4.170000000000000000e+02+0.000000000000000000e+00j)	 (7.594956937594053974e-04-8.676572207399688152e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.972095332437274525e-04-8.479463170534358354e-04j)
 (4.200000000000000000e+02+0.000000000000000000e+00j)	 (7.482369569086612469e-04-8.658302675949710800e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.879883040182535516e-04-8.459768931099239265e-04j)
 (4.225000000000000000e+02+0.000000000000000000e+00j)	 (7.390328623548627924e-04-8.642307596488670420e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.804282243182122915e-04-8.442859228540439001e-04j)
 (4.280000000000000000e+02+0.000000000000000000e+00j)	 (7.193395826150935854e-04-8.604862542992814355e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.641841256829279956e-04-8.404178066997022509e-04j)
 (4.415000000000000000e+02+0.000000000000000000e+00j)	 (6.740607904823251936e-04-8.501787083892804395e-04j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (0.000000000000000000e+00+0.000000000000000000e+00j)	 (6.264758975674780597e-04-8.301801410838698710e-04j)
