f	min_s_G1	min_s_G2	min_s_G1G2
5.830000000000000000e+02	3.810584269228415533e+00	1.777891936073740307e-04	5.911610670650004806e+01
5.840000000000000000e+02	3.815428674255347818e+00	1.778426973615514217e-04	5.889035279493201358e+01
5.880000000000000000e+02	3.834778630794121845e+00	1.780552703901360780e-04	5.799995726645634875e+01
5.920000000000000000e+02	3.854085592951625561e+00	1.782655723217057761e-04	5.712930919220757886e+01
5.940000000000000000e+02	3.863723472920985280e+00	1.783698863048474928e-04	5.670120981673459681e+01
5.970000000000000000e+02	3.878161370181602674e+00	1.785253270890814221e-04	5.606789438948855064e+01
6.010000000000000000e+02	3.897377642272189302e+00	1.787306876139385984e-04	5.523960600920894137e+01
6.050000000000000000e+02	3.916556228623516933e+00	1.789339233591274558e-04	5.442926994864216539e+01
6.060000000000000000e+02	3.921345171674058605e+00	1.789844052382154674e-04	5.422943071588924369e+01
6.100000000000000000e+02	3.940478858249173655e+00	1.791850437701146754e-04	5.344081882222289437e+01
6.140000000000000000e+02	3.959578356075476258e+00	1.793836498978367726e-04	5.266903520288418861e+01
6.150000000000000000e+02	3.964348065873388283e+00	1.794329884564115692e-04	5.247866312963380864e+01
6.190000000000000000e+02	3.983406944983928888e+00	1.796291086630345953e-04	5.172725415250712899e+01
6.230000000000000000e+02	4.002434988485096490e+00	1.798232823137921245e-04	5.099163624007206153e+01
6.260000000000000000e+02	4.016686655302382114e+00	1.799676569537509818e-04	5.045002331713101995e+01
6.280000000000000000e+02	4.026178878367136171e+00	1.800633170968222161e-04	5.009365844636937481e+01
6.320000000000000000e+02	4.045142781050335756e+00	1.802532417109665465e-04	4.939200187940528508e+01
6.360000000000000000e+02	4.064080441318043135e+00	1.804413334428874667e-04	4.870477561850334070e+01
6.370000000000000000e+02	4.068810915346240620e+00	1.804880738423063173e-04	4.853517792819236831e+01
6.410000000000000000e+02	4.087717674222825615e+00	1.806739203901545898e-04	4.786544425794341606e+01
6.450000000000000000e+02	4.106601199971666283e+00	1.808580063305074298e-04	4.720928425715732857e+01
6.480000000000000000e+02	4.120749376512905293e+00	1.809949338319361716e-04	4.672585483184240474e+01
6.500000000000000000e+02	4.130174903137893594e+00	1.810856844115270098e-04	4.640762460242136456e+01
6.540000000000000000e+02	4.149010841555587525e+00	1.812659194651397479e-04	4.578070642131987711e+01
6.580000000000000000e+02	4.167827651290355817e+00	1.814444900796038582e-04	4.516623405418447135e+01
6.600000000000000000e+02	4.177229260808482003e+00	1.815331599457677017e-04	4.486356364388419138e+01
6.630000000000000000e+02	4.191323598451011989e+00	1.816654050209680880e-04	4.441515418095199408e+01
6.670000000000000000e+02	4.210101737568476388e+00	1.818403311139071604e-04	4.382751917815650700e+01
6.710000000000000000e+02	4.228864570539457191e+00	1.820136802919297974e-04	4.325131731016023195e+01
6.720000000000000000e+02	4.233553019037164411e+00	1.820567741785377575e-04	4.310901900884381632e+01
6.760000000000000000e+02	4.252298291425099741e+00	1.822281877767103770e-04	4.254670097135164752e+01
6.800000000000000000e+02	4.271030741125716901e+00	1.823980805260893884e-04	4.199517510901142003e+01
6.830000000000000000e+02	4.285072302944620048e+00	1.825245163850299944e-04	4.158845011727524366e+01
6.850000000000000000e+02	4.294429885733376473e+00	1.826083439986387214e-04	4.132053320911114014e+01
6.890000000000000000e+02	4.313137325247495824e+00	1.827749009716049891e-04	4.079231408570836948e+01
6.930000000000000000e+02	4.331835296390639023e+00	1.829400122339169029e-04	4.027403890311469326e+01
6.950000000000000000e+02	4.341181037647420915e+00	1.830220325708828638e-04	4.001855374101038620e+01
6.980000000000000000e+02	4.355195931363828876e+00	1.831444014946325641e-04	3.963980757391991006e+01
7.020000000000000000e+02	4.373876131434511372e+00	1.833063388929474194e-04	3.914302546730246490e+01
7.060000000000000000e+02	4.392549943825003744e+00	1.834668995288492972e-04	3.865542120639991452e+01
7.070000000000000000e+02	4.397217504056910364e+00	1.835068269309243988e-04	3.853492817123341041e+01
7.110000000000000000e+02	4.415884584495380238e+00	1.836656947840869906e-04	3.805848667195584056e+01
7.150000000000000000e+02	4.434547249901624966e+00	1.838232303483051868e-04	3.759073579503224494e+01
7.190000000000000000e+02	4.453206334822061407e+00	1.839794525932678170e-04	3.713146945765893037e+01
7.200000000000000000e+02	4.457870641919290833e+00	1.840183051199621863e-04	3.701795501755470497e+01
7.240000000000000000e+02	4.476526385089679039e+00	1.841729117147167683e-04	3.656901384432807589e+01
7.280000000000000000e+02	4.495180330027130466e+00	1.843262460162305367e-04	3.612811555050444667e+01
7.320000000000000000e+02	4.513833226130433474e+00	1.844783255562103448e-04	3.569507314750484994e+01
7.330000000000000000e+02	4.518496371575040804e+00	1.845161513997699656e-04	3.558801863802970189e+01
7.370000000000000000e+02	4.537148970084259325e+00	1.846666865178507567e-04	3.516454142101907365e+01
7.410000000000000000e+02	4.555802108712445175e+00	1.848160048329896134e-04	3.474851898749538037e+01
7.450000000000000000e+02	4.574456449985432549e+00	1.849641225791557827e-04	3.433978136264593672e+01
7.460000000000000000e+02	4.579120298268514411e+00	1.850009662950797564e-04	3.423871575377692977e+01
7.500000000000000000e+02	4.597777033020858717e+00	1.851476055983668179e-04	3.383885249723741850e+01
7.540000000000000000e+02	4.616436361119403031e+00	1.852930795413394195e-04	3.344590911579049219e+01
7.580000000000000000e+02	4.635098855503422044e+00	1.854374031952218049e-04	3.305973082771675564e+01
7.590000000000000000e+02	4.639765038285929677e+00	1.854733061106322487e-04	3.296422557875509085e+01
7.630000000000000000e+02	4.658432253102885667e+00	1.856162125986222933e-04	3.258629259944527945e+01
7.670000000000000000e+02	4.677103819302203647e+00	1.857580015271298012e-04	3.221479211666302689e+01
7.710000000000000000e+02	4.695780216381426619e+00	1.858986869346881564e-04	3.184958294449615224e+01
7.720000000000000000e+02	4.700450123844025718e+00	1.859336874796041928e-04	3.175924749598143393e+01
7.760000000000000000e+02	4.719133188474049945e+00	1.860730127675907554e-04	3.140170983714910946e+01
7.800000000000000000e+02	4.737822053334888928e+00	1.862112650360191288e-04	3.105015985850208793e+01
7.840000000000000000e+02	4.756517099281209582e+00	1.863484573969891793e-04	3.070446856520970869e+01
7.850000000000000000e+02	4.761191868191445131e+00	1.863825913802309915e-04	3.061894637928788043e+01
7.890000000000000000e+02	4.779895127816115696e+00	1.865184768476160456e-04	3.028040235717672246e+01
7.930000000000000000e+02	4.798605308740186537e+00	1.866533308979995154e-04	2.994743938902735181e+01
7.970000000000000000e+02	4.817322686417348621e+00	1.867871657819835448e-04	2.961993943288856812e+01
7.980000000000000000e+02	4.822003184377911644e+00	1.868204666708343580e-04	2.953890450722149197e+01
8.020000000000000000e+02	4.840729893377448967e+00	1.869530444520644088e-04	2.921807209958611296e+01
8.060000000000000000e+02	4.859464293026628745e+00	1.870846297561026394e-04	2.890244845301046084e+01
8.100000000000000000e+02	4.878206544803427747e+00	1.872152340580130587e-04	2.859192538456681021e+01
8.120000000000000000e+02	4.887580655582238975e+00	1.872801718627388934e-04	2.843854353715891392e+01
8.150000000000000000e+02	4.901645587418941297e+00	1.873771270444390339e-04	2.821078400609714976e+01
8.190000000000000000e+02	4.920405902894839478e+00	1.875055649502254101e-04	2.791135622783843928e+01
8.230000000000000000e+02	4.939174333276977968e+00	1.876330576828830578e-04	2.761669654901734106e+01
8.260000000000000000e+02	4.953255980587233154e+00	1.877280633360519681e-04	2.739877256944624406e+01
8.280000000000000000e+02	4.962646272617300625e+00	1.877911105511955087e-04	2.725492995877279867e+01
8.320000000000000000e+02	4.981432882155253594e+00	1.879165150403764174e-04	2.697064858910018614e+01
8.360000000000000000e+02	5.000227436817375803e+00	1.880410080501946366e-04	2.669082988368900544e+01
8.400000000000000000e+02	5.019029790029804872e+00	1.881645995406876811e-04	2.641538489495518505e+01
8.410000000000000000e+02	5.023731575216362266e+00	1.881953577018991844e-04	2.634719683205787177e+01
8.450000000000000000e+02	5.042543398538981592e+00	1.883178360434690395e-04	2.607709731834440703e+01
8.490000000000000000e+02	5.061362515685308594e+00	1.884394346421032495e-04	2.581117949061901484e+01
8.530000000000000000e+02	5.080188620484333839e+00	1.885601629079209013e-04	2.554936145105834910e+01
8.550000000000000000e+02	5.089604183113052294e+00	1.886202035618236676e-04	2.541996481647900552e+01
8.580000000000000000e+02	5.103730525330240297e+00	1.887098633923838854e-04	2.522773274926138853e+01
8.620000000000000000e+02	5.122570954533628651e+00	1.888286669442449913e-04	2.497485023045507191e+01
8.660000000000000000e+02	5.141416998709162023e+00	1.889466296099183765e-04	2.472581506880393221e+01
8.700000000000000000e+02	5.160268111059790108e+00	1.890637601280637122e-04	2.448055360537037473e+01
8.710000000000000000e+02	5.164981611029876518e+00	1.890929137429417958e-04	2.441981941935868861e+01
8.750000000000000000e+02	5.183838193746329814e+00	1.892090161465960474e-04	2.417917422146086892e+01
8.790000000000000000e+02	5.202698380691770375e+00	1.893243055100245513e-04	2.394214346390087655e+01
8.830000000000000000e+02	5.221561411064397973e+00	1.894387901351052370e-04	2.370865912630965511e+01
8.850000000000000000e+02	5.230993735190987870e+00	1.894957332155215832e-04	2.359322605571514941e+01
8.880000000000000000e+02	5.245142921812207426e+00	1.895807766288712230e-04	2.359688778155469180e+01
8.920000000000000000e+02	5.264009190263949201e+00	1.896934801251908811e-04	2.371221772030611419e+01
8.960000000000000000e+02	5.282875315728545296e+00	1.898054048550060495e-04	2.382744881448484975e+01
9.000000000000000000e+02	5.301740208624914352e+00	1.899165585470071914e-04	2.394248420863135962e+01
9.010000000000000000e+02	5.306456103367417576e+00	1.899442273781928219e-04	2.397120069385588437e+01
9.050000000000000000e+02	5.325317790740406565e+00	1.900544279303127877e-04	2.408584834450134338e+01
9.090000000000000000e+02	5.344175470539727080e+00	1.901638743732680730e-04	2.420006596982501890e+01
9.130000000000000000e+02	5.363027756088809106e+00	1.902725740548941256e-04	2.431374254978088345e+01
9.170000000000000000e+02	5.381873160007071277e+00	1.903805341986238432e-04	2.442676319199385659e+01
9.180000000000000000e+02	5.386583251454227117e+00	1.904074095190600151e-04	2.445490205603102041e+01
9.220000000000000000e+02	5.405417800482696045e+00	1.905144552395553344e-04	2.456693585656542567e+01
9.260000000000000000e+02	5.424241727726704099e+00	1.906207772954991665e-04	2.467804289686431218e+01
9.330000000000000000e+02	5.457152410124086472e+00	1.908051202064290665e-04	2.486987367757613754e+01
9.490000000000000000e+02	5.532172863944882835e+00	1.912184245099683808e-04	2.529258039612841813e+01
9.650000000000000000e+02	5.606779021150663844e+00	1.916208612126581927e-04	2.568678628607196046e+01
9.820000000000000000e+02	5.685372361542261999e+00	1.920369797591635591e-04	2.606625534919585618e+01
1.000000000000000000e+03	5.767499911457966810e+00	1.924657291842174099e-04	2.641713527400743544e+01
